Treasure Class	group	level	Picks	Unique	Set	Rare	Magic	NoDrop	Item1	Prob1	Item2	Prob2	Item3	Prob3	Item4	Prob4	Item5	Prob5	Item6	Prob6	Item7	Prob7	Item8	Prob8	Item9	Prob9	Item10	Prob10	SumItems	TotalProb	DropChance	Term
A3A Flg (H)			1						A3A (H)	3840	Act 3 (H) Junk	768	Nothing	1792	Ore	3	flg	40														0
A3B Flg (H)			1						A3B (H)	3840	Act 3 (H) Junk	768	Nothing	1792	Ore	3	flg	40														0
A3C Flg (H)			1						A3C (H)	3840	Act 3 (H) Junk	768	Nothing	1792	Ore	3	flg	40														0
A4A Flg (H)			1						A4A (H)	3840	Act 4 (H) Junk	768	Nothing	1792	Ore	3	flg	40														0
A4B Flg (H)			1						A4B (H)	3840	Act 4 (H) Junk	768	Nothing	1792	Ore	3	flg	40														0
A5A Flg (H)			1						A5A (H)	3840	Act 5 (H) Junk	768	Nothing	1792	Ore	3	flg	40														0
A5B Flg (H)			1						A5B (H)	3840	Act 5 (H) Junk	768	Nothing	1792	Ore	3	flg	40														0
A5C Flg (H)			1						A5C (H)	3840	Act 5 (H) Junk	768	Nothing	1792	Ore	3	flg	40														0
A1A Fng (H)			1						A1A (H)	3840	Act 1 (H) Junk	768	Nothing	1792	Ore	3	fng	40														0
A1B Fng (H)			1						A1B (H)	3840	Act 1 (H) Junk	768	Nothing	1792	Ore	3	fng	40														0
A1C Fng (H)			1						A1C (H)	3840	Act 1 (H) Junk	768	Nothing	1792	Ore	3	fng	40														0
A2A Fng (H)			1						A2A (H)	3840	Act 2 (H) Junk	768	Nothing	1792	Ore	3	fng	40														0
A2B Fng (H)			1						A2B (H)	3840	Act 2 (H) Junk	768	Nothing	1792	Ore	3	fng	40														0
A2C Fng (H)			1						A2C (H)	3840	Act 2 (H) Junk	768	Nothing	1792	Ore	3	fng	40														0
A3A Fng (H)			1						A3A (H)	3840	Act 3 (H) Junk	768	Nothing	1792	Ore	3	fng	40														0
A3B Fng (H)			1						A3B (H)	3840	Act 3 (H) Junk	768	Nothing	1792	Ore	3	fng	40														0
A3C Fng (H)			1						A3C (H)	3840	Act 3 (H) Junk	768	Nothing	1792	Ore	3	fng	40														0
A4A Fng (H)			1						A4A (H)	3840	Act 4 (H) Junk	768	Nothing	1792	Ore	3	fng	40														0
A4B Fng (H)			1						A4B (H)	3840	Act 4 (H) Junk	768	Nothing	1792	Ore	3	fng	40														0
A5A Fng (H)			1						A5A (H)	3840	Act 5 (H) Junk	768	Nothing	1792	Ore	3	fng	40														0
A5B Fng (H)			1						A5B (H)	3840	Act 5 (H) Junk	768	Nothing	1792	Ore	3	fng	40														0
A5C Fng (H)			1						A5C (H)	3840	Act 5 (H) Junk	768	Nothing	1792	Ore	3	fng	40														0
A1A Qll (H)			1						A1A (H)	3840	Act 1 (H) Junk	768	Nothing	1792	Ore	3	qll	40														0
A1B Qll (H)			1						A1B (H)	3840	Act 1 (H) Junk	768	Nothing	1792	Ore	3	qll	40														0
A1C Qll (H)			1						A1C (H)	3840	Act 1 (H) Junk	768	Nothing	1792	Ore	3	qll	40														0
A2A Qll (H)			1						A2A (H)	3840	Act 2 (H) Junk	768	Nothing	1792	Ore	3	qll	40														0
A2B Qll (H)			1						A2B (H)	3840	Act 2 (H) Junk	768	Nothing	1792	Ore	3	qll	40														0
A2C Qll (H)			1						A2C (H)	3840	Act 2 (H) Junk	768	Nothing	1792	Ore	3	qll	40														0
A3A Qll (H)			1						A3A (H)	3840	Act 3 (H) Junk	768	Nothing	1792	Ore	3	qll	40														0
A3B Qll (H)			1						A3B (H)	3840	Act 3 (H) Junk	768	Nothing	1792	Ore	3	qll	40														0
A3C Qll (H)			1						A3C (H)	3840	Act 3 (H) Junk	768	Nothing	1792	Ore	3	qll	40														0
A4A Qll (H)			1						A4A (H)	3840	Act 4 (H) Junk	768	Nothing	1792	Ore	3	qll	40														0
A4B Qll (H)			1						A4B (H)	3840	Act 4 (H) Junk	768	Nothing	1792	Ore	3	qll	40														0
A5A Qll (H)			1						A5A (H)	3840	Act 5 (H) Junk	768	Nothing	1792	Ore	3	qll	40														0
A5B Qll (H)			1						A5B (H)	3840	Act 5 (H) Junk	768	Nothing	1792	Ore	3	qll	40														0
A5C Qll (H)			1						A5C (H)	3840	Act 5 (H) Junk	768	Nothing	1792	Ore	3	qll	40														0
A1A Sol (H)			1						A1A (H)	3840	Act 1 (H) Junk	768	Nothing	1792	Ore	3	sol	40														0
A1B Sol (H)			1						A1B (H)	3840	Act 1 (H) Junk	768	Nothing	1792	Ore	3	sol	40														0
A1C Sol (H)			1						A1C (H)	3840	Act 1 (H) Junk	768	Nothing	1792	Ore	3	sol	40														0
A2A Sol (H)			1						A2A (H)	3840	Act 2 (H) Junk	768	Nothing	1792	Ore	3	sol	40														0
A2B Sol (H)			1						A2B (H)	3840	Act 2 (H) Junk	768	Nothing	1792	Ore	3	sol	40														0
A2C Sol (H)			1						A2C (H)	3840	Act 2 (H) Junk	768	Nothing	1792	Ore	3	sol	40														0
A3A Sol (H)			1						A3A (H)	3840	Act 3 (H) Junk	768	Nothing	1792	Ore	3	sol	40														0
A3B Sol (H)			1						A3B (H)	3840	Act 3 (H) Junk	768	Nothing	1792	Ore	3	sol	40														0
A3C Sol (H)			1						A3C (H)	3840	Act 3 (H) Junk	768	Nothing	1792	Ore	3	sol	40														0
A4A Sol (H)			1						A4A (H)	3840	Act 4 (H) Junk	768	Nothing	1792	Ore	3	sol	40														0
A4B Sol (H)			1						A4B (H)	3840	Act 4 (H) Junk	768	Nothing	1792	Ore	3	sol	40														0
A5A Sol (H)			1						A5A (H)	3840	Act 5 (H) Junk	768	Nothing	1792	Ore	3	sol	40														0
A5B Sol (H)			1						A5B (H)	3840	Act 5 (H) Junk	768	Nothing	1792	Ore	3	sol	40														0
A5C Sol (H)			1						A5C (H)	3840	Act 5 (H) Junk	768	Nothing	1792	Ore	3	sol	40														0
A1A Scz (H)			1						A1A (H)	3840	Act 1 (H) Junk	768	Nothing	1792	Ore	3	scz	40														0
A1B Scz (H)			1						A1B (H)	3840	Act 1 (H) Junk	768	Nothing	1792	Ore	3	scz	40														0
A1C Scz (H)			1						A1C (H)	3840	Act 1 (H) Junk	768	Nothing	1792	Ore	3	scz	40														0
A2A Scz (H)			1						A2A (H)	3840	Act 2 (H) Junk	768	Nothing	1792	Ore	3	scz	40														0
A2B Scz (H)			1						A2B (H)	3840	Act 2 (H) Junk	768	Nothing	1792	Ore	3	scz	40														0
A2C Scz (H)			1						A2C (H)	3840	Act 2 (H) Junk	768	Nothing	1792	Ore	3	scz	40														0
A3A Scz (H)			1						A3A (H)	3840	Act 3 (H) Junk	768	Nothing	1792	Ore	3	scz	40														0
A3B Scz (H)			1						A3B (H)	3840	Act 3 (H) Junk	768	Nothing	1792	Ore	3	scz	40														0
A3C Scz (H)			1						A3C (H)	3840	Act 3 (H) Junk	768	Nothing	1792	Ore	3	scz	40														0
A4A Scz (H)			1						A4A (H)	3840	Act 4 (H) Junk	768	Nothing	1792	Ore	3	scz	40														0
A4B Scz (H)			1						A4B (H)	3840	Act 4 (H) Junk	768	Nothing	1792	Ore	3	scz	40														0
A5A Scz (H)			1						A5A (H)	3840	Act 5 (H) Junk	768	Nothing	1792	Ore	3	scz	40														0
A5B Scz (H)			1						A5B (H)	3840	Act 5 (H) Junk	768	Nothing	1792	Ore	3	scz	40														0
A5C Scz (H)			1						A5C (H)	3840	Act 5 (H) Junk	768	Nothing	1792	Ore	3	scz	40														0
A1A Spe (H)			1						A1A (H)	3840	Act 1 (H) Junk	768	Nothing	1792	Ore	3	spe	40														0
A1B Spe (H)			1						A1B (H)	3840	Act 1 (H) Junk	768	Nothing	1792	Ore	3	spe	40														0
A1C Spe (H)			1						A1C (H)	3840	Act 1 (H) Junk	768	Nothing	1792	Ore	3	spe	40														0
A2A Spe (H)			1						A2A (H)	3840	Act 2 (H) Junk	768	Nothing	1792	Ore	3	spe	40														0
A2B Spe (H)			1						A2B (H)	3840	Act 2 (H) Junk	768	Nothing	1792	Ore	3	spe	40														0
A2C Spe (H)			1						A2C (H)	3840	Act 2 (H) Junk	768	Nothing	1792	Ore	3	spe	40														0
A3A Spe (H)			1						A3A (H)	3840	Act 3 (H) Junk	768	Nothing	1792	Ore	3	spe	40														0
A3B Spe (H)			1						A3B (H)	3840	Act 3 (H) Junk	768	Nothing	1792	Ore	3	spe	40														0
A3C Spe (H)			1						A3C (H)	3840	Act 3 (H) Junk	768	Nothing	1792	Ore	3	spe	40														0
A4A Spe (H)			1						A4A (H)	3840	Act 4 (H) Junk	768	Nothing	1792	Ore	3	spe	40														0
A4B Spe (H)			1						A4B (H)	3840	Act 4 (H) Junk	768	Nothing	1792	Ore	3	spe	40														0
A5A Spe (H)			1						A5A (H)	3840	Act 5 (H) Junk	768	Nothing	1792	Ore	3	spe	40														0
A5B Spe (H)			1						A5B (H)	3840	Act 5 (H) Junk	768	Nothing	1792	Ore	3	spe	40														0
A5C Spe (H)			1						A5C (H)	3840	Act 5 (H) Junk	768	Nothing	1792	Ore	3	spe	40														0
A5A Book			1						A5A	3840	Act 5 Junk	768	Nothing	1792	Ore	1	hrt	40	yyy	2												0
A5B Book			1						A5A	3840	Act 5 Junk	768	Nothing	1792	Ore	1	hrt	40	yyy	2												0
A5C Book			1						A5A	3840	Act 5 Junk	768	Nothing	1792	Ore	1	hrt	40	yyy	2												0
A5A Book (N)			1						A5A (N)	3840	Act 5 (N) Junk	768	Nothing	1792	Ore	2	hrt	40	yyy	4												0
A5B Book (N)			1						A5A (N)	3840	Act 5 (N) Junk	768	Nothing	1792	Ore	2	hrt	40	yyy	4												0
A5C Book (N)			1						A5A (N)	3840	Act 5 (N) Junk	768	Nothing	1792	Ore	2	hrt	40	yyy	4												0
A5A Book (H)			1						A5A (H)	3840	Act 5 (H) Junk	768	Nothing	1792	Ore	3	hrt	40	yyy	6												0
A5B Book (H)			1						A5A (H)	3840	Act 5 (H) Junk	768	Nothing	1792	Ore	3	hrt	40	yyy	6												0
A5C Book (H)			1						A5A (H)	3840	Act 5 (H) Junk	768	Nothing	1792	Ore	3	hrt	40	yyy	6												0
A2A Coup			1						A2A	3840	Act 2 Junk	768	Nothing	1792	Ore	1	Act 2 Coupon A	60														0
A2B Coup			1						A2B	3840	Act 2 Junk	768	Nothing	1792	Ore	1	Act 2 Coupon B	60														0
A3A Coup			1						A3A	3840	Act 3 Junk	768	Nothing	1792	Ore	1	Act 3 Coupon A	60														0
A4A Coup			1						A4A	3840	Act 4 Junk	768	Nothing	1792	Ore	1	Act 4 Coupon A	60														0
A5A Coup			1						A5A	3840	Act 5 Junk	768	Nothing	1792	Ore	1	Act 5 Coupon A	60														0
A5B Coup			1						A5B	3840	Act 5 Junk	768	Nothing	1792	Ore	1	Act 5 Coupon B	60														0
A5C Coup			1						A5C	3840	Act 5 Junk	768	Nothing	1792	Ore	1	Act 5 Coupon C	60														0
A2A Coup (N)			1						A2A (N)	3840	Act 2 (N) Junk	768	Nothing	1792	Ore	2	Act 2 (N) Coupon A	60														0
A2B Coup (N)			1						A2B (N)	3840	Act 2 (N) Junk	768	Nothing	1792	Ore	2	Act 2 (N) Coupon B	60														0
A3A Coup (N)			1						A3A (N)	3840	Act 3 (N) Junk	768	Nothing	1792	Ore	2	Act 3 (N) Coupon A	60														0
A4A Coup (N)			1						A4A (N)	3840	Act 4 (N) Junk	768	Nothing	1792	Ore	2	Act 4 (N) Coupon A	60														0
A5A Coup (N)			1						A5A (N)	3840	Act 5 (N) Junk	768	Nothing	1792	Ore	2	Act 5 (N) Coupon A	60														0
A5B Coup (N)			1						A5B (N)	3840	Act 5 (N) Junk	768	Nothing	1792	Ore	2	Act 5 (N) Coupon B	60														0
A5C Coup (N)			1						A5C (N)	3840	Act 5 (N) Junk	768	Nothing	1792	Ore	2	Act 5 (N) Coupon C	60														0
A2A Coup (H)			1						A2A (H)	3840	Act 2 (H) Junk	768	Nothing	1792	Ore	3	Act 2 (H) Coupon A	60														0
A2B Coup (H)			1						A2B (H)	3840	Act 2 (H) Junk	768	Nothing	1792	Ore	3	Act 2 (H) Coupon B	60														0
A3A Coup (H)			1						A3A (H)	3840	Act 3 (H) Junk	768	Nothing	1792	Ore	3	Act 3 (H) Coupon A	60														0
A4A Coup (H)			1						A4A (H)	3840	Act 4 (H) Junk	768	Nothing	1792	Ore	3	Act 4 (H) Coupon A	60														0
A5A Coup (H)			1						A5A (H)	3840	Act 5 (H) Junk	768	Nothing	1792	Ore	3	Act 5 (H) Coupon A	60														0
A5B Coup (H)			1						A5B (H)	3840	Act 5 (H) Junk	768	Nothing	1792	Ore	3	Act 5 (H) Coupon B	60														0
A5C Coup (H)			1						A5C (H)	3840	Act 5 (H) Junk	768	Nothing	1792	Ore	3	Act 5 (H) Coupon C	60														0
A5A Rune			1						A5A	3840	Act 5 Junk	768	Nothing	1792	Ore	1	Runes 5	120														0
A5C Rune			1						A5C	3840	Act 5 Junk	768	Nothing	1792	Ore	1	Runes 5	120														0
A5A Rune (N)			1						A5A (N)	3840	Act 5 (N) Junk	768	Nothing	1792	Ore	2	Runes 10	120														0
A5C Rune (N)			1						A5C (N)	3840	Act 5 (N) Junk	768	Nothing	1792	Ore	2	Runes 10	120														0
A5A Rune (H)			1						A5A (H)	3840	Act 5 (H) Junk	768	Nothing	1792	Ore	3	Runes 15	120														0
A5C Rune (H)			1						A5C (H)	3840	Act 5 (H) Junk	768	Nothing	1792	Ore	3	Runes 15	120														0
A5C Po1			1						A5C	3840	Act 5 Junk	768	Nothing	1792	Ore	1	po1	60														0
A5C Po1 (N)			1						A5C (N)	3840	Act 5 (N) Junk	768	Nothing	1792	Ore	2	po1	60	po2	6												0
A5C Po1 (H)			1						A5C (H)	3840	Act 5 (H) Junk	768	Nothing	1792	Ore	3	po1	60	po2	12												0
A5C Po3			1						A5C	3840	Act 5 Junk	768	Nothing	1792	Ore	1	po3	60														0
A5C Po3 (N)			1						A5C (N)	3840	Act 5 (N) Junk	768	Nothing	1792	Ore	2	po3	60														0
A5C Po3 (H)			1						A5C (H)	3840	Act 5 (H) Junk	768	Nothing	1792	Ore	3	po3	60														0
A5C Po4			1						A5C	3840	Act 5 Junk	768	Nothing	1792	Ore	1	po4	60														0
A5C Po4 (N)			1						A5C (N)	3840	Act 5 (N) Junk	768	Nothing	1792	Ore	2	po4	60														0
A5C Po4 (H)			1						A5C (H)	3840	Act 5 (H) Junk	768	Nothing	1792	Ore	3	po4	60														0
A5C Fkn			1						A5C	3840	Act 5 Junk	768	Nothing	1792	Ore	1	fkn	120														0
A5C Fkn (N)			1						A5C (N)	3840	Act 5 (N) Junk	768	Nothing	1792	Ore	2	fkn	120														0
A5C Fkn (H)			1						A5C (H)	3840	Act 5 (H) Junk	768	Nothing	1792	Ore	3	fkn	120														0
A5W None			-2						A5C	1	A5C None	1																				0
A5W Hrt			-2						A5C	1	A5C Hrt	1																				0
A5W Brz			-2						A5C	1	A5C Brz	1																				0
A5W Jaw			-2						A5C	1	A5C Jaw	1																				0
A5W Eyz			-2						A5C	1	A5C Eyz	1																				0
A5W Hrn			-2						A5C	1	A5C Hrn	1																				0
A5W Tal			-2						A5C	1	A5C Tal	1																				0
A5W Flg			-2						A5C	1	A5C Flg	1																				0
A5W Fng			-2						A5C	1	A5C Fng	1																				0
A5W Qll			-2						A5C	1	A5C Qll	1																				0
A5W Sol			-2						A5C	1	A5C Sol	1																				0
A5W Scz			-2						A5C	1	A5C Scz	1																				0
A5W Spe			-2						A5C	1	A5C Spe	1																				0
A5W Rune			-2						A5C	1	A5C Rune	1																				0
A5W None (N)			-2						A5C (N)	1	A5C None (N)	1																				0
A5W Hrt (N)			-2						A5C (N)	1	A5C Hrt (N)	1																				0
A5W Brz (N)			-2						A5C (N)	1	A5C Brz (N)	1																				0
A5W Jaw (N)			-2						A5C (N)	1	A5C Jaw (N)	1																				0
A5W Eyz (N)			-2						A5C (N)	1	A5C Eyz (N)	1																				0
A5W Hrn (N)			-2						A5C (N)	1	A5C Hrn (N)	1																				0
A5W Tal (N)			-2						A5C (N)	1	A5C Tal (N)	1																				0
A5W Flg (N)			-2						A5C (N)	1	A5C Flg (N)	1																				0
A5W Fng (N)			-2						A5C (N)	1	A5C Fng (N)	1																				0
A5W Qll (N)			-2						A5C (N)	1	A5C Qll (N)	1																				0
A5W Sol (N)			-2						A5C (N)	1	A5C Sol (N)	1																				0
A5W Scz (N)			-2						A5C (N)	1	A5C Scz (N)	1																				0
A5W Spe (N)			-2						A5C (N)	1	A5C Spe (N)	1																				0
A5W Rune (N)			-2						A5C (N)	1	A5C Rune (N)	1																				0
A5W None (H)			-2						A5C (H)	1	A5C None (H)	1																				0
A5W Hrt (H)			-2						A5C (H)	1	A5C Hrt (H)	1																				0
A5W Brz (H)			-2						A5C (H)	1	A5C Brz (H)	1																				0
A5W Jaw (H)			-2						A5C (H)	1	A5C Jaw (H)	1																				0
A5W Eyz (H)			-2						A5C (H)	1	A5C Eyz (H)	1																				0
A5W Hrn (H)			-2						A5C (H)	1	A5C Hrn (H)	1																				0
A5W Tal (H)			-2						A5C (H)	1	A5C Tal (H)	1																				0
A5W Flg (H)			-2						A5C (H)	1	A5C Flg (H)	1																				0
A5W Fng (H)			-2						A5C (H)	1	A5C Fng (H)	1																				0
A5W Qll (H)			-2						A5C (H)	1	A5C Qll (H)	1																				0
A5W Sol (H)			-2						A5C (H)	1	A5C Sol (H)	1																				0
A5W Scz (H)			-2						A5C (H)	1	A5C Scz (H)	1																				0
A5W Spe (H)			-2						A5C (H)	1	A5C Spe (H)	1																				0
A5W Rune (H)			-2						A5C (H)	1	A5C Rune (H)	1																				0
Cow			1						A5C	3840	Act 5 Junk	768	Nothing	1792	Ore	1	zzz	13														0
Cow (N)			1						A5C (N)	3840	Act 5 (N) Junk	768	Nothing	1792	Ore	2	zzz	13														0
Cow (H)			1						A5C (H)	3840	Act 5 (H) Junk	768	Nothing	1792	Ore	3	zzz	13														0
Hairdressser			1						A5C	3840	Act 5 Junk	768	Nothing	1792	Ore	1	tal	40	sdo	6												0
Hairdressser (N)			1						A5C (N)	3840	Act 5 (N) Junk	768	Nothing	1792	Ore	2	tal	40	sdo	6												0
Hairdressser (H)			1						A5C (H)	3840	Act 5 (H) Junk	768	Nothing	1792	Ore	3	tal	40	sdo	6												0
Ancient Barb			1						A5C None	8	ddd	2																				0
Ancient Barb (N)			1						A5C None (N)	6	ddd	4																				0
Ancient Barb (H)			1						A5C None (H)	4	ddd	6																				0
Gold Only			1					3	"gld,mul=384"	1																						0
Gold Only Champ			1					3	"gld,mul=576"	1																						0
Gold Only Unique			1					3	"gld,mul=768"	1																						0
Clone			1	682	682	682	682	100	Gold	32	Act 5 Equip B	48	Act 5 Junk	14	Act 5 UGood	6																0
Clone (N)			1	682	682	682	682	100	Gold	32	Act 5 (N) Equip B	48	Act 5 (N) Junk	14	Act 5 (N) UGood	6																0
Clone (H)			1	682	682	682	682	100	Gold	32	Act 5 (H) Equip B	48	Act 5 (H) Junk	14	Act 5 (H) UGood	6																0
Clone Norm			5	682	682	682	682	100	Gold	32	Act 5 Equip B	48	Act 5 Junk	14	Act 5 UGood	6																0
Clone Norm (N)			5	682	682	682	682	100	Gold	32	Act 5 (N) Equip B	48	Act 5 (N) Junk	14	Act 5 (N) UGood	6																0
Clone Norm (H)			5	682	682	682	682	100	Gold	32	Act 5 (H) Equip B	48	Act 5 (H) Junk	14	Act 5 (H) UGood	6																0
Clone Champ			5	768	768	768	1024	100	"gld,mul=1536"	32	Act 5 Equip B	48	Act 5 Junk	13	Act 5 UGood	7																0
Clone Champ (N)			5	768	768	768	1024	100	"gld,mul=1536"	32	Act 5 (N) Equip B	48	Act 5 (N) Junk	13	Act 5 (N) UGood	7																0
Clone Champ (H)			5	768	768	768	1024	100	"gld,mul=1536"	32	Act 5 (H) Equip B	48	Act 5 (H) Junk	13	Act 5 (H) UGood	7																0
Clone Unique			5	832	832	832	1024	100	"gld,mul=2048"	32	Act 5 Equip B	48	Act 5 Junk	12	Act 5 UGood	8																0
Clone Unique (N)			5	832	832	832	1024	100	"gld,mul=2048"	32	Act 5 (N) Equip B	48	Act 5 (N) Junk	12	Act 5 (N) UGood	8																0
Clone Unique (H)			5	832	832	832	1024	100	"gld,mul=2048"	32	Act 5 (H) Equip B	48	Act 5 (H) Junk	12	Act 5 (H) UGood	8																0
Raven_Clone			5						Clone	1600	Uni Ore 11	1																				0
Raven_Clone (N)			5						Clone (N)	1600	Uni Ore 11	2																				0
Raven_Clone (H)			5						Clone (H)	1600	Uni Ore 11	3																				0
Smnr_Clone			5						Clone	1600	Uni Ore 7	1																				0
Smnr_Clone (N)			5						Clone (N)	1600	Uni Ore 7	2																				0
Smnr_Clone (H)			5						Clone (H)	1600	Uni Ore 7	3																				0
Haphe_Clone			5						Clone	1600	Uni Ore 6	1																				0
Haphe_Clone (N)			5						Clone (N)	1600	Uni Ore 6	2																				0
Haphe_Clone (H)			5						Clone (H)	1600	Uni Ore 6	3																				0
Andy_Clone			5						Clone	1600	Uni Ore 5	1																				0
Andy_Clone (N)			5						Clone (N)	1600	Uni Ore 5	2																				0
Andy_Clone (H)			5						Clone (H)	1600	Uni Ore 5	3																				0
Duri_Clone			5						Clone	1600	Uni Ore 4	1																				0
Duri_Clone (N)			5						Clone (N)	1600	Uni Ore 4	2																				0
Duri_Clone (H)			5						Clone (H)	1600	Uni Ore 4	3																				0
Nihla_Clone1			5						Clone	1600	Uni Ore 0	1	po3	30																		0
Nihla_Clone1 (N)			5						Clone (N)	1600	Uni Ore 0	2	po3	30																		0
Nihla_Clone1 (H)			5						Clone (H)	1600	Uni Ore 0	3	po3	30																		0
Nihla_Clone2			5						Clone	1600	Uni Ore 0	1	fkn	75																		0
Nihla_Clone2 (N)			5						Clone (N)	1600	Uni Ore 0	2	fkn	75																		0
Nihla_Clone2 (H)			5						Clone (H)	1600	Uni Ore 0	3	fkn	75																		0
Nihla_Clone3			5						Clone	1600	Uni Ore 0	1	po4	15																		0
Nihla_Clone3 (N)			5						Clone (N)	1600	Uni Ore 0	2	po4	15																		0
Nihla_Clone3 (H)			5						Clone (H)	1600	Uni Ore 0	3	po4	15																		0
Nihla_Clone4			5						Clone	1600	Uni Ore 0	1																				0
Nihla_Clone4 (N)			5						Clone (N)	1600	Uni Ore 0	2																				0
Nihla_Clone4 (H)			5						Clone (H)	1600	Uni Ore 0	3																				0
Izual_Clone			5						Clone	250	Scrolls 5	1																				0
Izual_Clone (N)			5						Clone (N)	250	Scrolls 10	1																				0
Izual_Clone (H)			5						Clone (H)	250	Scrolls 15	1																				0
Seal_Clone			3						Clone	1																						0
Seal_Clone (N)			3						Clone (N)	1																						0
Seal_Clone (H)			3						Clone (H)	1																						0
