name	version	compactsave	rarity	spawnable	minac	maxac	absorbs	speed	reqstr	block	durability	nodurability	level	levelreq	cost	gamble cost	code	namestr	magic lvl	auto prefix	alternategfx	OpenBetaGfx	normcode	ubercode	ultracode	spelloffset	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	setinvfile	rArm	lArm	Torso	Legs	rSPad	lSPad	useable	throwable	stackable	minstack	maxstack	type	type2	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	quivered	lightradius	belt	quest	missiletype	durwarning	qntwarning	mindam	maxdam	StrBonus	DexBonus	gemoffset	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HraltiMin	HraltiMax	HraltiMagicMin	HraltiMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	DrehyaMin	DrehyaMax	DrehyaMagicMin	DrehyaMagicMax	DrehyaMagicLvl	Source Art	Game Art	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	mindam	maxdam	nameable
Full Plate Mail	0	0	4	0	272	306	2	15	80	0	70	0	31	0	28596	233763	2ul	ful		320	ful	ful	2ul	4ul	uul	0	1	2	3	1	6	2	flpful	invful	invfulu	invfulu	2	2	2	2	2	2	0	0	0	0	0	tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0	0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	1	0	xul	yul	0	0	1
Ancient Armor	0	0	4	0	344	382	5	10	100	0	60	0	33	0	41932	385570	2ar	aar		320	aar	aar	2ar	4ar	uar	0	1	2	3	1	5	2	flpaar	invaar	invaaru	invaaru	1	2	2	2	2	0	0	0	0	0	0	tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0	0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	1	0	xar	yar	0	0	1
Light Plate	0	0	4	0	127	151	1	5	41	0	60	0	30	0	19164	138931	2tp	ltp		320	ltp	ltp	2tp	4tp	utp	0	1	2	3	1	4	2	flpltp	invltp			2	0	1	1	2	2	0	0	0	0	0	tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0	0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xtp	ytp	0	0	1
Buckler	0	0	2	0	6	9	0	0	15	0	12	0	1	0	68	3017	2uc	buc		320	buc	buc	2uc	4uc	uuc	0	7	2	2	1	2	2	flpbuc	invbuc	invbucu	invbucu							0	0	0	0	0	shie		item_woodshield	12	item_woodshield	0	0	5	0	0	0	0	0	1	0	4	8	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	1	0	xuc	yuc	0	0	1
Small Shield	0	0	3	0	12	18	0	0	22	5	16	0	5	0	410	5512	2ml	sml		320	buc	buc	2ml	4ml	uml	0	7	2	2	1	2	2	flpsml	invsml	invsmlu	invsmlu							0	0	0	0	0	shie		item_woodshield	12	item_woodshield	0	0	5	0	0	0	0	0	1	0	6	10	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xml	yml	0	0	1
Large Shield	0	0	4	0	18	27	0	5	25	12	24	0	11	0	1214	10669	2rg	lrg		320	lrg	buc	2rg	4rg	urg	0	7	2	3	1	3	2	flplrg	invlrg	invlrgu	invlrgu							0	0	0	0	0	shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0	0	0	1	0	8	12	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xrg	yrg	0	0	1
Kite Shield	0	0	4	0	30	45	0	5	47	8	30	0	15	0	2129	13992	2it	kit		320	kit	buc	2it	4it	uit	0	7	2	3	1	4	2	flpkit	invkit	invkitu	invkitu							0	0	0	0	0	shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0	0	0	1	0	8	16	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xit	yit	0	0	1
Tower Shield	0	0	4	0	42	63	1	10	75	24	60	0	22	0	4249	23435	2ow	tow		320	tow	buc	2ow	4ow	uow	0	7	2	3	1	4	2	flptow	invtow	invtowu	invtowu							0	0	0	0	0	shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0	0	0	1	0	6	16	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xow	yow	0	0	1
Gothic Shield	0	0	4	0	54	81	0	5	60	16	40	0	28	0	8000	43750	2ts	gts		320	kit	buc	2ts	4ts	uts	0	7	2	4	1	4	2	flpgts	invgts	invgtsu	invgtsu							0	0	0	0	0	shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0	0	0	1	0	8	16	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xts	yts	0	0	1
Gloves(L)	0	0	1	0	6	10	0	0	15	0	12	0	3	0	80	4060	2lg	lgl		320	lgl	lgl	2lg	4lg	ulg	0	16	2	2	1	2	0	flplgl	invlgl									0	0	0	0	0	glov		item_gloves	12	item_gloves	0	0	5	0	0	0	0	0	5	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xlg	ylg	0	0	1
Heavy Gloves	0	0	1	0	12	20	0	0	15	0	14	0	7	0	352	6616	2vg	vgl		320	vgl	vgl	2vg	4vg	uvg	0	16	2	2	1	2	0	flpvgl	invvgl									0	0	0	0	0	glov		item_gloves	12	item_gloves	0	0	5	0	0	0	0	0	5	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xvg	yvg	0	0	1
Bracers(M)	0	0	2	0	18	30	0	0	25	0	16	0	12	0	859	10539	2mg	mgl		320	mgl	mgl	2mg	4mg	umg	0	16	2	2	1	2	0	flpmgl	invmgl			1	1					0	0	0	0	0	glov		item_gloveschain	12	item_gloveschain	0	0	5	0	0	0	0	0	5	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xmg	ymg	0	0	1
Light Gauntlets	0	0	3	0	24	40	0	0	45	0	18	0	20	0	1635	15338	2tg	tgl		320	mgl	mgl	2tg	4tg	utg	0	16	2	2	1	2	0	flptgl	invtgl			1	1					0	0	0	0	0	glov		item_glovesmetal	12	item_glovesmetal	0	0	5	0	0	0	0	0	5	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xtg	ytg	0	0	1
Gaunlets(H)	0	0	4	0	30	50	0	0	60	0	24	0	26	0	2964	23004	2hg	hgl		320	hgl	hgl	2hg	4hg	uhg	0	16	2	2	1	2	0	flphgl	invhgl			2	2					0	0	0	0	0	glov		item_glovesmetal	12	item_glovesmetal	0	0	5	0	0	0	0	0	5	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xhg	yhg	0	0	1
Leather Boots	0	0	1	0	4	8	0	0	15	0	12	0	3	0	80	4060	2lb	lbt		320	lbt	lbt	2lb	4lb	ulb	0	16	2	2	1	2	1	flplbt	invlbt									0	0	0	0	0	boot		item_boots	12	item_boots	0	0	5	0	0	0	0	0	6	0	6	16	100	100	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xlb	ylb	0	0	1
Heavy Boots	0	0	1	0	8	16	0	0	18	0	14	0	7	0	334	6584	2vb	vbt		320	vbt	vbt	2vb	4vb	uvb	0	16	2	2	1	2	1	flpvbt	invvbt									0	0	0	0	0	boot		item_boots	12	item_boots	0	0	5	0	0	0	0	0	6	0	8	20	100	100	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xvb	yvb	0	0	1
Chain Boots	0	0	2	0	12	24	0	0	30	0	16	0	12	0	854	10531	2mb	mbt		320	mbt	mbt	2mb	4mb	umb	0	16	2	2	1	2	1	flpmbt	invmbt						1			0	0	0	0	0	boot		item_bootschain	12	item_bootschain	0	0	5	0	0	0	0	0	6	0	12	24	100	100	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	8	0	xmb	ymb	0	0	1
Light Plate Boots	0	0	3	0	16	32	0	0	50	0	18	0	20	0	1630	15325	2tb	tbt		320	mbt	mbt	2tb	4tb	utb	0	16	2	2	1	2	1	flptbt	invtbt						1			0	0	0	0	0	boot		item_bootsmetal	12	item_bootsmetal	0	0	5	0	0	0	0	0	6	0	16	32	100	100	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xtb	ytb	0	0	1
Plate Boots	0	0	4	0	20	40	0	0	70	0	24	0	26	0	2954	22970	2hb	hbt		320	hbt	hbt	2hb	4hb	uhb	0	16	2	2	1	2	1	flphbt	invhbt						2			0	0	0	0	0	boot		item_bootsmetal	12	item_bootsmetal	0	0	5	0	0	0	0	0	6	0	20	40	100	100	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xhb	yhb	0	0	1
Sash(L)	0	0	1	0	6	10	0	0	15	0	12	0	3	0	64	4048	3lb	lbl		320	lbl	lbl	3lb	5lb	ulc	0	16	2	1	1	2	2	flplbl	invlbl									0	0	0	0	0	belt		item_lightarmor	12	item_lightarmor	0	0	5	0	0	1	0	0	4	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	zlb	alb	0	0	1
Light Belt	0	0	1	0	12	20	0	0	15	0	14	0	7	0	192	6336	3vb	vbl		320	vbl	vbl	3vb	5vb	uvc	0	16	2	1	1	2	2	flpvbl	invvbl									0	0	0	0	0	belt		item_belt	12	item_belt	0	0	5	0	0	4	0	0	4	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	zvb	avb	0	0	1
Belt(M)	0	0	2	0	18	30	0	0	25	0	16	0	12	0	495	9985	3mb	mbl		320	mbl	mbl	3mb	5mb	umc	0	16	2	1	1	2	2	flpmbl	invmbl									0	0	0	0	0	belt		item_belt	12	item_belt	0	0	5	0	0	0	0	0	4	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	zmb	bmb	0	0	1
Heavy Belt	0	0	2	0	24	40	0	0	45	0	18	0	20	0	963	13658	3tb	tbl		320	mbl	mbl	3tb	5tb	utc	0	16	2	1	1	2	2	flptbl	invtbl									0	0	0	0	0	belt		item_belt	12	item_belt	0	0	5	0	0	5	0	0	4	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	ztb	atb	0	0	1
Girdle(H)	0	0	3	0	30	50	0	0	60	0	24	0	26	0	2068	19980	3hb	hbl		320	hbl	hbl	3hb	5hb	uhc	0	16	2	1	1	2	2	flphbl	invhbl									0	0	0	0	0	belt		item_belt	12	item_belt	0	0	5	0	0	3	0	0	4	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	zhb	ahb	0	0	1
Bone Helm	0	0	2	0	42	60	0	0	25	0	40	0	22	0	6323	29138	2h9	bhm		320	bhm	hlm	2h9	4h9	uh9	0	0	2	2	1	2	1	flpbhm	invbhm	invbhmu	invbhmu							0	0	0	0	0	helm		item_helm	12	item_helm	0	0	5	0	2	0	0	0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xh9	yh9	0	0	1
Bone Shield	0	0	2	0	36	54	0	0	25	20	40	0	19	0	3175	18541	2sh	bsh		320	bsh	buc	2sh	4sh	ush	0	7	2	3	1	2	2	flpbsh	invbsh	invbshu	invbshu							0	0	0	0	0	shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0	0	0	1	0	10	16	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	1	0	xsh	ysh	0	0	1
Spiked Shield	0	0	3	0	22	37	0	0	30	10	40	0	11	0	1890	11599	2pk	spk		306	spk	buc	2pk	4pk	upk	0	7	2	3	1	2	2	flpspk	invspk	invspku	invspku							0	0	0	0	0	shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0	0	0	1	0	12	20	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	1	0	xpk	ypk	0	0	1
War Hat	0	0	1	0	52	67	0	0	20	0	12	0	29	22	11780	46031	4ap	xap		320	cap	cap	2ap	4ap	uap	0	0	2	2	1	3	1	flpcap	invcap									0	0	0	0	0	helm		item_cap	12	item_cap	0	0	5	0	0	0	0	0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	8	0	xxx	xxx	0	0	1
Sallet	0	0	4	0	60	78	0	0	43	0	18	0	32	25	13605	61824	4kp	xkp		320	skp	skp	2kp	4kp	ukp	0	0	2	2	1	3	1	flpskp	invskp	invxkpu	invxkpu							0	0	0	0	0	helm		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	8	0	xxx	xxx	0	0	1
Casque	0	0	4	0	67	88	0	0	59	0	24	0	37	25	16538	90902	4lm	xlm		320	hlm	hlm	2lm	4lm	ulm	0	0	2	2	1	3	1	flphlm	invhlm	invhlmu	invhlmu							0	0	0	0	0	helm		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx	0	0	1
Basinet	0	0	4	0	82	106	0	0	82	0	30	0	40	25	19542	121955	4hl	xhl		320	fhl	fhl	2hl	4hl	uhl	0	0	2	2	1	3	1	flpfhl	invfhl	invfhlu	invfhlu							0	0	0	0	0	helm		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	1	0	xxx	xxx	0	0	1
Winged Helm	0	0	4	0	105	138	0	5	92	0	40	0	48	25	23923	182950	4hm	xhm		320	ghm	ghm	2hm	4hm	uhm	0	0	2	2	1	4	1	flpghm	invghm									0	0	0	0	0	helm		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	1	0	xxx	xxx	0	0	1
Grand Crown	0	0	4	0	112	148	0	5	103	0	50	0	52	25	26229	229408	4rn	xrn		320	crn	crn	2rn	4rn	urn	0	0	2	2	1	4	1	flpcrn	invxrn	invxrnu	invxrnu							0	0	0	0	0	helm		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	8	0	xxx	xxx	0	0	1
Death Mask	0	0	4	0	90	117	0	0	55	0	20	0	44	25	18595	125592	4sk	xsk		320	msk	msk	2sk	4sk	usk	0	0	2	2	1	4	1	flpmsk	invmsk									0	0	0	0	0	helm		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	1	0	xxx	xxx	0	0	1
Ghost Armor	0	0	1	0	155	171	0	0	38	0	20	0	29	22	20276	87818	4ui	xui		320	qlt	qlt	2ui	4ui	uui	0	1	2	3	1	4	2	flpqlt	invqlt							1	1	0	0	0	0	0	tors		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0	0	0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	0	0	1
Serpentskin Armor	0	0	2	0	172	190	0	0	43	0	24	0	31	24	22480	103948	4ea	xea		320	lea	lea	2ea	4ea	uea	0	1	2	3	1	4	2	flplea	invlea					1		1	1	0	0	0	0	0	tors		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0	0	0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	0	0	1
Demonhide Armor	0	0	3	0	191	211	0	0	50	0	28	0	32	25	24545	123379	4la	xla		320	hla	hla	2la	4la	ula	0	1	2	3	1	4	2	flphla	invhla			1	1	1		1	1	0	0	0	0	0	tors		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0	0	0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	0	0	1
Trellised Armor	0	0	4	0	212	234	0	0	61	0	32	0	35	25	28791	157854	4tu	xtu		320	stu	stu	2tu	4tu	utu	0	1	2	3	1	4	2	flpstu	invstu	invxtuu	invxtuu	1			1	1	1	0	0	0	0	0	tors		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0	0	0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	0	0	1
Linked Mail	0	0	4	0	235	259	0	10	74	0	26	0	37	25	33300	201874	4ng	xng		320	rng	rng	2ng	4ng	ung	0	1	2	3	1	5	2	flprng	invrng					1	1	1	1	0	0	0	0	0	tors		item_chainarmor	12	item_chainarmor	0	0	5	0	0	0	0	0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx	0	0	1
Tigulated Mail	0	0	4	0	260	286	0	15	86	0	36	0	39	25	37121	241597	4cl	xcl		320	scl	scl	2cl	4cl	ucl	0	1	2	3	1	6	2	flpscl	invscl			1	1	1	1	1	1	0	0	0	0	0	tors		item_chainarmor	12	item_chainarmor	0	0	5	0	0	0	0	0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx	0	0	1
Mesh Armor	0	0	4	0	287	315	0	10	92	0	45	0	40	25	42720	292047	4hn	xhn		320	chn	chn	2hn	4hn	uhn	0	1	2	3	1	5	2	flpchn	invchn			1	1	1	1	2	2	0	0	0	0	0	tors		item_chainarmor	12	item_chainarmor	0	0	5	0	0	0	0	0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	8	0	xxx	xxx	0	0	1
Cuirass	0	0	4	0	316	346	1	5	65	0	50	0	43	25	42360	311728	4rs	xrs		320	brs	brs	2rs	4rs	urs	0	1	2	3	1	4	2	flpbrs	invbrs		invxrss			2		2	2	0	0	0	0	0	tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0	0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	1	0	xxx	xxx	0	0	1
Russet Armor	0	0	4	0	317	351	0	10	97	0	30	0	45	25	51702	399118	4pl	xpl		320	spl	spl	2pl	4pl	upl	0	1	2	3	1	5	2	flpspl	invspl			1	1	2	1	1	1	0	0	0	0	0	tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0	0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	1	0	xxx	xxx	0	0	1
Templar Coat	0	0	4	0	369	407	0	15	118	0	60	0	49	25	60698	513964	4lt	xlt		320	plt	plt	2lt	4lt	ult	0	1	2	3	1	6	2	flpplt	invplt			2	2	2	2	1	1	0	0	0	0	0	tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0	0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	1	0	xxx	xxx	0	0	1
Sharktooth Armor	0	0	4	0	408	448	2	10	103	0	48	0	52	25	60837	556580	4ld	xld		320	fld	fld	2ld	4ld	uld	0	1	2	3	1	5	2	flpfld	invfld			1	1	2	2	2	2	0	0	0	0	0	tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0	0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	1	0	xxx	xxx	0	0	1
Embossed Plate	0	0	4	0	449	491	0	10	125	0	55	0	54	25	73909	660872	4th	xth		320	gth	gth	2th	4th	uth	0	1	2	3	1	5	2	flpgth	invgth			2	2	1	2	2	2	0	0	0	0	0	tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0	0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx	0	0	1
Chaos Armor	0	0	4	0	507	553	2	15	140	0	70	0	56	25	86336	854785	4ul	xul		320	ful	ful	2ul	4ul	uul	0	1	2	3	1	6	2	flpful	invful	invfulu	invfulu	2	2	2	2	2	2	0	0	0	0	0	tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0	0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	1	0	xxx	xxx	0	0	1
Ornate Armor	0	0	4	0	563	613	5	10	170	0	60	0	58	25	117560	1083593	4ar	xar		320	aar	aar	2ar	4ar	uar	0	1	2	3	1	5	2	flpaar	invaar	invxaru	invaaru	1	2	2	2	2		0	0	0	0	0	tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0	0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	1	0	xxx	xxx	0	0	1
Mage Plate	0	0	4	0	332	368	1	5	55	0	60	0	55	25	64204	602374	4tp	xtp		320	ltp	ltp	2tp	4tp	utp	0	1	2	3	1	4	2	flpltp	invltp			2		1	1	2	2	0	0	0	0	0	tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0	0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx	0	0	1
Defender	0	0	2	0	60	75	0	0	38	10	68	0	29	22	11281	43562	4uc	xuc		320	buc	buc	2uc	4uc	uuc	0	7	2	2	1	3	2	flpbuc	invbuc	invbucu	invbucu							0	0	0	0	0	shie		item_woodshield	12	item_woodshield	0	0	5	0	0	0	0	0	1	0	22	30	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	1	0	xxx	xxx	0	0	1
Round Shield	0	0	3	0	75	93	0	0	53	12	64	0	32	25	12726	56868	4ml	xml		320	buc	buc	2ml	4ml	uml	0	7	2	2	1	3	2	flpsml	invsml	invxmlu	invxmlu							0	0	0	0	0	shie		item_woodshield	12	item_woodshield	0	0	5	0	0	0	0	0	1	0	22	38	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	0	0	1
Scutum	0	0	4	0	90	111	0	5	71	14	62	0	37	25	14769	79180	4rg	xrg		320	lrg	lrg	2rg	4rg	urg	0	7	2	3	1	4	2	flplrg	invlrg	invxrgu	invxrgu							0	0	0	0	0	shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0	0	0	1	0	32	40	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	0	0	1
Dragon Shield	0	0	4	0	120	147	0	5	91	18	76	0	41	25	16547	99972	4it	xit		320	kit	kit	2it	4it	uit	0	7	2	3	1	4	2	flpkit	invkit	invkitu	invkitu							0	0	0	0	0	shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0	0	0	1	0	34	54	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	0	0	1
Pavise	0	0	4	0	150	183	1	10	133	24	72	0	47	25	19775	144250	4ow	xow		320	tow	tow	2ow	4ow	uow	0	7	2	3	1	4	2	flptow	invtow	invtowu	invtowu							0	0	0	0	0	shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0	0	0	1	0	32	48	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	0	0	1
Ancient Shield	0	0	4	0	165	204	0	5	110	16	80	0	53	25	24610	216170	4ts	xts		320	kit	kit	2ts	4ts	uts	0	7	2	4	1	4	2	flpgts	invgts	invgtsu	invgtsu							0	0	0	0	0	shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0	0	0	1	0	38	46	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	0	0	1
Demonhide Gloves	0	0	1	0	67	87	0	0	20	0	12	0	31	21	8480	37051	4lg	xlg		320	lgl	lgl	2lg	4lg	ulg	0	16	2	2	1	2	0	flplgl	invlgl									0	0	0	0	0	glov		item_gloves	12	item_gloves	0	0	5	0	0	0	0	0	5	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	0	0	1
Sharkskin Gloves	0	0	1	0	76	100	0	0	20	0	14	0	34	25	10710	47532	4vg	xvg		320	vgl	vgl	2vg	4vg	uvg	0	16	2	2	1	2	0	flpvgl	invvgl									0	0	0	0	0	glov		item_gloves	12	item_gloves	0	0	5	0	0	0	0	0	5	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	0	0	1
Heavy Bracers	0	0	2	0	85	113	0	0	58	0	16	0	38	25	12056	62403	4mg	xmg		320	mgl	mgl	2mg	4mg	umg	0	16	2	2	1	2	0	flpmgl	invmgl			1	1					0	0	0	0	0	glov		item_gloveschain	12	item_gloveschain	0	0	5	0	0	0	0	0	5	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx	0	0	1
Battle Gauntlets	0	0	3	0	94	126	0	0	88	0	18	0	45	25	13457	85513	4tg	xtg		320	mgl	mgl	2tg	4tg	utg	0	16	2	2	1	2	0	flptgl	invtgl			1	1					0	0	0	0	0	glov		item_glovesmetal	12	item_glovesmetal	0	0	5	0	0	0	0	0	5	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx	0	0	1
War Gauntlets	0	0	4	0	103	139	0	0	110	0	24	0	51	25	15450	116872	4hg	xhg		320	hgl	hgl	2hg	4hg	uhg	0	16	2	2	1	2	0	flphgl	invhgl			2	2					0	0	0	0	0	glov		item_glovesmetal	12	item_glovesmetal	0	0	5	0	0	0	0	0	5	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx	0	0	1
