Id	hcIdx	BaseId	NextInClass	TransLvl	NameStr	MonStatsEx	MonProp	MonType	AI	DescStr	Code	enabled	rangedtype	placespawn	spawn	spawnx	spawny	spawnmode	minion1	minion2	SetBoss	BossXfer	PartyMin	PartyMax	MinGrp	MaxGrp	sparsePopulate	Velocity	Run	Rarity	Level	Level(N)	Level(H)	MonSound	UMonSound	threat	aidel	aidel(N)	aidel(H)	aidist	aidist(N)	aidist(H)	aip1	aip1(N)	aip1(H)	aip2	aip2(N)	aip2(H)	aip3	aip3(N)	aip3(H)	aip4	aip4(N)	aip4(H)	aip5	aip5(N)	aip5(H)	aip6	aip6(N)	aip6(H)	aip7	aip7(N)	aip7(H)	aip8	aip8(N)	aip8(H)	MissA1	MissA2	MissS1	MissS2	MissS3	MissS4	MissC	MissSQ	Align	isSpawn	isMelee	npc	interact	inventory	inTown	lUndead	hUndead	demon	flying	opendoors	boss	primeevil	killable	switchai	noAura	nomultishot	neverCount	petIgnore	deathDmg	genericSpawn	zoo	SendSkills	Skill1	Sk1mode	Sk1lvl	Skill2	Sk2mode	Sk2lvl	Skill3	Sk3mode	Sk3lvl	Skill4	Sk4mode	Sk4lvl	Skill5	Sk5mode	Sk5lvl	Skill6	Sk6mode	Sk6lvl	Skill7	Sk7mode	Sk7lvl	Skill8	Sk8mode	Sk8lvl	Drain	Drain(N)	Drain(H)	coldeffect	coldeffect(N)	coldeffect(H)	ResDm	ResMa	ResFi	ResLi	ResCo	ResPo	ResDm(N)	ResMa(N)	ResFi(N)	ResLi(N)	ResCo(N)	ResPo(N)	ResDm(H)	ResMa(H)	ResFi(H)	ResLi(H)	ResCo(H)	ResPo(H)	DamageRegen	SkillDamage	noRatio	NoShldBlock	ToBlock	ToBlock(N)	ToBlock(H)	Crit	minHP	maxHP	AC	Exp	A1MinD	A1MaxD	A1TH	A2MinD	A2MaxD	A2TH	S1MinD	S1MaxD	S1TH	MinHP(N)	MaxHP(N)	AC(N)	Exp(N)	A1MinD(N)	A1MaxD(N)	A1TH(N)	A2MinD(N)	A2MaxD(N)	A2TH(N)	S1MinD(N)	S1MaxD(N)	S1TH(N)	MinHP(H)	MaxHP(H)	AC(H)	Exp(H)	A1MinD(H)	A1MaxD(H)	A1TH(H)	A2MinD(H)	A2MaxD(H)	A2TH(H)	S1MinD(H)	S1MaxD(H)	S1TH(H)	El1Mode	El1Type	El1Pct	El1MinD	El1MaxD	El1Dur	El1Pct(N)	El1MinD(N)	El1MaxD(N)	El1Dur(N)	El1Pct(H)	El1MinD(H)	El1MaxD(H)	El1Dur(H)	El2Mode	El2Type	El2Pct	El2MinD	El2MaxD	El2Dur	El2Pct(N)	El2MinD(N)	El2MaxD(N)	El2Dur(N)	El2Pct(H)	El2MinD(H)	El2MaxD(H)	El2Dur(H)	El3Mode	El3Type	El3Pct	El3MinD	El3MaxD	El3Dur	El3Pct(N)	El3MinD(N)	El3MaxD(N)	El3Dur(N)	El3Pct(H)	El3MinD(H)	El3MaxD(H)	El3Dur(H)	TreasureClass1	TreasureClass2	TreasureClass3	TreasureClass4	TreasureClass1(N)	TreasureClass2(N)	TreasureClass3(N)	TreasureClass4(N)	TreasureClass1(H)	TreasureClass2(H)	TreasureClass3(H)	TreasureClass4(H)	TCQuestId	TCQuestCP	SplEndDeath	SplGetModeChart	SplEndGeneric	SplClientEnd	*eol
maggotqueen4	287	maggotqueen1	maggotqueen5	3	GiantLampreyQueen	maggotqueen4		sandmaggot	SandMaggotQueen		MQ	1			sandmaggot4	8	0	S1							1	1		4	4	1	22	51	87	maggotqueen	maggotqueen	10	15	15	15				10	11	12	6	6	6																				goospit4									1												1	1									MagottUp	seq_maggotup	1	MagottDown	seq_maggotdown	1	MagottLay	seq_maggotlay	1	QueenDeath	seq_queendeath	1													100	40	11	-50	-40	-30													55	20	20	20	20	120	2				21	21	21	10	240	386	85	268										496	608	105	400										660	810	140	740																																																				A3A Hrt	Act 3 Champ A	Act 3 Unique A		A3A Hrt (N)	Act 3 (N) Champ A	Act 3 (N) Unique A		A3A Hrt (H)	Act 3 (H) Champ A	Act 3 (H) Unique A							1	0
maggotqueen5	288	maggotqueen1		4	WorldKillerQueen	maggotqueen5		sandmaggot	SandMaggotQueen		MQ	1			sandmaggot5	8	0	S1							1	1		4	4	1	30	52	88	maggotqueen	maggotqueen	10	15	15	15				11	12	13	4	4	4																				goospit5									1												1	1									MagottUp	seq_maggotup	1	MagottDown	seq_maggotdown	1	MagottLay	seq_maggotlay	1	QueenDeath	seq_queendeath	1													100	40	11	-50	-40	-30													55	20	20	20	20	120	2				29	29	29	10	236	386	84	306										496	608	105	400										660	810	140	740																																																				A4A Hrt	Act 4 Champ A	Act 4 Unique A		A4A Hrt (N)	Act 4 (N) Champ A	Act 4 (N) Unique A		A4A Hrt (H)	Act 4 (H) Champ A	Act 4 (H) Unique A							1	0
claygolem	289	claygolem		0	ClayGolem	claygolem		golem	NecroPet		G1	1													1	1		8	8	0				claygolem	claygolem	11	15	15	15				85	85	85																														1						1								1	1			1																																	-50	-50	-50	25			20	50		25			20	50		25			20	50		4		1		21	21	21	5	100	100	100		4	10	40	8	14	40				175	175	100		4	12	66	10	20	66				275	275	100		6	14	92	12	22	92																																																																0
bloodgolem	290	bloodgolem		0	BloodGolem	bloodgolem		golem	NecroPet		G2	1													1	1		9	9	0				bloodgolem	bloodgolem	11	15	15	15				90	90	90																														1						1								1	1			1						BloodGolem	NU	0																						100	55	20	-50	-50	-50		20				20		20				20		20				20	4		1		31	31	31	5	301	301	120		12	32	60	24	48	60				582	582	120		18	46	104	34	70	104				955	955	120		20	54	148	40	82	148																																																																0
irongolem	291	irongolem		0	IronGolem	irongolem		golem	NecroPet		#L	1													1	1		9	9	0				irongolem	irongolem	11	15	15	15				90	90	90																														1					1	1								1	1			1																																	-50	-50	-50				50		100				50		100				50		100	4		1		41	41	41	5	432	432	140		14	38	80	30	58	80				843	843	140		22	60	138	46	90	138				1375	1375	140		24	66	197	50	98	197																																																																0
firegolem	292	firegolem		0	FireGolem	firegolem		golem	NecroPet		!6	1													1	1		10	10	0				firegolem	firegolem	11	15	15	15				90	90	90																														1						1								1	1			1																																	-50	-50	-50			100						100						100				4		1		50	50	50	5	391	391	200		20	54	120	42	82	120				766	766	200		30	78	209	60	120	209				1266	1266	200		36	94	298	70	142	298				A1	fire	80	5	10		80				80																																																		0
familiar	293	familiar		0	Dummy	familiar			Idle		FI														1	1		12	6	0							15	15	15				90	90	90																																				1								1				1																																																						0																																																																																																											0
act3male	294	act3male		0	Dummy	act3male		human	Towner		N4	1													1	1		3	2	0				mednpc	mednpc		15	15	15																																				1	1	1	1			1									1																																																									2																																																																																																											0
baboon6	295	baboon6		0	NightMarauder	baboon6		baboon	Baboon		!2	1													2	3		10	16	1	25	61	88	baboon	baboon	10	15	14	13				33	33	33	20	30	35	50	50	50	50	50	50	1	2	3																			1	1									1			1	1																																				-50	-25														100	20	20	20	46	105	2				24	24	24	10	162	228	85	194	51	151	92	51	151	92				180	282	210	336	90	165	172	75	225	187				240	376	280	540	120	220	230	100	300	270				A1	cold	85	31	68	25	85	30	80	50	85	40	80	75																													A3B Hrt	Act 3 Champ B	Act 3 Unique B		A3B Hrt (N)	Act 3 (N) Champ B	Act 3 (N) Unique B		A3B Hrt (H)	Act 3 (H) Champ B	Act 3 (H) Unique B								0
act3female	296	act3female		0	Dummy	act3female		human	Towner		N3	1													1	1		3	2	0				lightnpc	lightnpc		15	15	15																																				1		1	1			1									1																																																									2																																																																																																											0
natalya	297	natalya		0	Natalya	natalya		human	Npc		TZ	1													1	1		2	2	0				mednpc	mednpc		15	15	15																																				1		1	1	1		1									1			1																																																						2																																																																																																											0
vilemother1	298	vilemother1	vilemother2	0	FleshSpawner	vilemother1		vilekind	VileMother		VM	1			vilechild1	0	0	NU							1	2		7	7	1	25	58	85	vilemother	vilemother	10	15	14	13				16	17	20	5	5	6	30	35	40	80	85	90	70	60	50	30	30	30	10	8	7													1	1							1		1			1	1									Nest	seq_vileres	1																						100	40	11	-50	-40	-30													70	20	20	20	115	20	2				24	24	24	10	344	444	63	284	82	182	92							450	564	120	324	120	195	165							600	750	160	520	160	260	220																																																	A4A Hrt	Act 4 Champ A	Act 4 Unique A		A4A Hrt (N)	Act 4 (N) Champ A	Act 4 (N) Unique A		A4A Hrt (H)	Act 4 (H) Champ A	Act 4 (H) Unique A								0
vilemother2	299	vilemother1	vilemother3	1	StygianHag	vilemother2		vilekind	VileMother		VM	1			vilechild2	0	0	NU							1	3		7	7	1	28	59	87	vilemother	vilemother	10	15	14	13				16	18	21	5	5	6	30	35	40	80	90	95	70	60	50	30	30	30	10	8	7													1	1							1		1			1	1									Nest	seq_vileres	1																						100	40	11	-50	-40	-30					25						50		70	20	20	20	120	20	2				27	27	27	10	344	444	63	308	89	189	93							450	564	120	324	120	195	165							600	750	160	520	160	260	220																																																	A4A Hrt	Act 4 Champ A	Act 4 Unique A		A4A Hrt (N)	Act 4 (N) Champ A	Act 4 (N) Unique A		A4A Hrt (H)	Act 4 (H) Champ A	Act 4 (H) Unique A								0
vilemother3	300	vilemother1	vilemother4	2	Grotesque	vilemother3		vilekind	VileMother		VM	1			vilechild3	0	0	NU							2	3		7	7	1	31	59	88	vilemother	vilemother	10	15	14	13				16	19	22	5	6	6	30	35	40	80	90	95	70	60	50	30	30	30	10	8	7													1	1							1		1			1	1									Nest	seq_vileres	1																						100	40	11	-50	-40	-30					40						70		70	20	20	20	125	20	2				29	29	29	10	342	442	63	336	90	190	92							450	564	120	324	120	195	165							600	750	160	520	160	260	220																																																	A4B Hrt	Act 4 Champ B	Act 4 Unique B		A4B Hrt (N)	Act 4 (N) Champ B	Act 4 (N) Unique B		A4B Hrt (H)	Act 4 (H) Champ B	Act 4 (H) Unique B								0
vilechild1	301	vilechild1	vilechild2	0	FleshBeast	vilechild1		vilekind	VileDog		VC	1													1	2		8	10	1	25	58	85	vilechild	vilechild	9	15	14	13				80	85	90	10	10	10	80	85	90																									1	1							1					1	1							1																										100	40	11	-50	-40	-30													35	20	20	20	115	20	2				38	38	38	10	86	128	85	152	44	76	152							114	158	105	100	60	105	127							150	210	140	160	80	140	170																																																	A4A Hrt	Act 4 Champ A	Act 4 Unique A		A4A Hrt (N)	Act 4 (N) Champ A	Act 4 (N) Unique A		A4A Hrt (H)	Act 4 (H) Champ A	Act 4 (H) Unique A								0
vilechild2	302	vilechild1	vilechild3	1	StygianDog	vilechild2		vilekind	VileDog		VC	1													1	3		9	11	1	28	59	87	vilechild	vilechild	9	15	14	13				80	85	90	10	10	10	80	85	90																									1	1							1					1	1							1																										100	40	11	-50	-40	-30					25						50		35	20	20	20	120	20	2				43	43	43	10	84	126	84	164	48	77	151							114	158	105	100	60	105	127							150	210	140	160	80	140	170																																																	A4A Hrt	Act 4 Champ A	Act 4 Unique A		A4A Hrt (N)	Act 4 (N) Champ A	Act 4 (N) Unique A		A4A Hrt (H)	Act 4 (H) Champ A	Act 4 (H) Unique A								0
vilechild3	303	vilechild1	vilechild4	2	GrotesqueWyrm	vilechild3		vilekind	VileDog		VC	1													2	3		10	12	1	31	59	88	vilechild	vilechild	9	15	14	13				80	85	90	10	10	10	80	85	90																									1	1							1					1	1							1																										100	40	11	-50	-40	-30					40						70		35	20	20	20	125	20	2				47	47	47	10	84	126	84	178	48	74	151							114	158	105	100	60	105	127							150	210	140	160	80	140	170																																																	A4A Hrt	Act 4 Champ A	Act 4 Unique A		A4A Hrt (N)	Act 4 (N) Champ A	Act 4 (N) Unique A		A4A Hrt (H)	Act 4 (H) Champ A	Act 4 (H) Unique A								0
fingermage1	304	fingermage1	fingermage2	0	Groper	fingermage1		fingermage	FingerMage	homing missiles	FR	1													1	2		10	16	1	25	58	85	fingermage	fingermage	10	15	14	13				40	40	40	40	60	70	50	50	50	30	30	30	15	20	26	5	5	5	40	40	40	12	10	8										1						1			1	1			1	1									FingerMageSpider	S1	3																						100	35	8	-50	-40	-20			40	40					50	50			55	20	20	110	20	20	2				24	24	24	10	230	318	85	220	51	119	92							180	248	180	270	82	180	180							240	330	240	540	110	240	240																																																	A4A Eyz	Act 4 Champ A	Act 4 Unique A		A4A Eyz (N)	Act 4 (N) Champ A	Act 4 (N) Unique A		A4A Eyz (H)	Act 4 (H) Champ A	Act 4 (H) Unique A								0
fingermage2	305	fingermage1	fingermage3	1	Strangler	fingermage2		fingermage	FingerMage	homing missiles	FR	1													1	3		10	16	1	28	59	87	fingermage	fingermage	10	15	14	13				60	60	60	60	75	85	60	60	60	40	40	40	15	20	26	5	5	5	40	40	40	12	10	8										1						1			1	1			1	1									FingerMageSpider	S1	4																						100	35	8	-50	-40	-20			50	50					60	60			55	20	20	110	20	20	2				27	27	27	10	228	314	84	240	53	124	93							180	248	180	270	82	180	180							240	330	240	540	110	240	240																																																	A4B Eyz	Act 4 Champ B	Act 4 Unique B		A4B Eyz (N)	Act 4 (N) Champ B	Act 4 (N) Unique B		A4B Eyz (H)	Act 4 (H) Champ B	Act 4 (H) Unique B								0
fingermage3	306	fingermage1	fingermage4	2	StormCaster	fingermage3		fingermage	FingerMage	homing missiles	FR	1													2	3		10	16	1	31	60	88	fingermage	fingermage	10	15	14	13				80	60	60	80	85	95	70	70	70	50	50	50	15	20	26	5	5	5	40	40	40	12	10	8										1						1			1	1			1	1									FingerMageSpider	S1	5																						100	35	8	-50	-40	-20			60	60					75	75			55	20	20	110	20	20	2				29	29	29	10	228	314	84	260	53	122	92							180	248	180	270	82	180	180							240	330	240	540	110	240	240																																																	A4B Eyz	Act 4 Champ B	Act 4 Unique B		A4B Eyz (N)	Act 4 (N) Champ B	Act 4 (N) Unique B		A4B Eyz (H)	Act 4 (H) Champ B	Act 4 (H) Unique B								0
regurgitator1	307	regurgitator1	regurgitator2	0	Corpulent	regurgitator1		regurgitator	Regurgitator	eats and spits corpses	CS	1													1	2		6	12	1	25	58	85	regurgitator	regurgitator	10	15	14	13				70	75	75	20	20	20	40	50	50	10	20	30	3	5	5	25	27	30								regurgitatorcorpse								1	1												1	1							1		RegurgitatorEat	S1	1																						100	45	16	-50	-40	-30													55	20	20	20	20	100	2				24	24	24	10	318	428	85	276	82	138	92							540	720	142	280	127	217	157							720	960	190	560	170	290	210																																																	A4A Spe	Act 4 Champ A	Act 4 Unique A		A4A Spe (N)	Act 4 (N) Champ A	Act 4 (N) Unique A		A4A Spe (H)	Act 4 (H) Champ A	Act 4 (H) Unique A								0
regurgitator2	308	regurgitator1	regurgitator3	1	CorpseSpitter	regurgitator2		regurgitator	Regurgitator	eats and spits corpses	CS	1													1	3		7	12	1	28	59	87	regurgitator	regurgitator	10	15	14	13				80	80	80	20	20	20	50	50	50	10	20	30	6	6	7	25	27	30								regurgitatorcorpse								1	1												1	1							1		RegurgitatorEat	S1	2																						100	45	16	-50	-40	-30													55	20	20	20	20	105	2				27	27	27	10	314	426	84	300	89	148	93							540	720	142	280	127	217	157							720	960	190	560	170	290	210																																																	A4A Spe	Act 4 Champ A	Act 4 Unique A		A4A Spe (N)	Act 4 (N) Champ A	Act 4 (N) Unique A		A4A Spe (H)	Act 4 (H) Champ A	Act 4 (H) Unique A								0
regurgitator3	309	regurgitator1	regurgitator4	2	MawFiend	regurgitator3		regurgitator	Regurgitator	eats and spits corpses	CS	1													2	3		8	12	1	31	59	88	regurgitator	regurgitator	10	15	14	13				90	90	90	20	20	20	60	60	60	10	20	30	9	9	9	25	27	30								regurgitatorcorpse								1	1												1	1							1		RegurgitatorEat	S1	3																						100	45	16	-50	-40	-30													55	20	20	20	20	110	2				29	29	29	10	314	426	84	326	90	148	92							540	720	142	280	127	217	157							720	960	190	560	170	290	210																																																	A4B Spe	Act 4 Champ B	Act 4 Unique B		A4B Spe (N)	Act 4 (N) Champ B	Act 4 (N) Unique B		A4B Spe (H)	Act 4 (H) Champ B	Act 4 (H) Unique B								0
doomknight1	310	doomknight1	dkfig1	0	DoomKnight	doomknight1	epierce	doomknight	DoomKnight	Fighter	UM	1													2	3		6	7	1	25	58	85	doomknight	doomknight	10	15	14	13				90	95	100	10	5	5	80	85	90	10	10	10																						1	1					1				1			1	1							1																										100	40	8	-50	-33	-20			80	20	20	40			100	20	20	40	40	20	110	40	30	60	2			1	24	24	24	10	198	260	107	222	69	151	92							270	338	172	250	105	225	270							360	450	230	400	140	300	360							A1	rand	60	31	62	50	60	30	60	75	60	30	60	100																													A4A Scz	Act 4 Champ A	Act 4 Unique A		A4A Scz (N)	Act 4 (N) Champ A	Act 4 (N) Unique A		A4A Scz (H)	Act 4 (H) Champ A	Act 4 (H) Unique A								0
doomknight2	311	doomknight2		0	AbyssKnight	doomknight2	epierce	doomknight	AbyssKnight	Fighter Mage	UM	1	1												1	3		7	7	1	28	59	87	doomknight	doomknight	10	15	14	13				40	75	100	80	80	80	90	94	97	10	5	5	6	6	5	1	1	0	70	65	50	40	40	40										1						1				1			1	1									DoomKnightMissile	S1	3	MonBoneArmor	S1	5	MonBoneSpirit	S1	2																100	40	8	-50	-33	-20			40	80	40	40			40	80	40	40	40	20	52	110	46	60	2				27	27	27	10	194	258	107	242	71	153	93							270	338	172	350	135	210	255							360	450	230	560	180	280	340							A1	rand	40	29	58	50	40	30	60	75	40	30	60	100																													A4B Scz	Act 4 Champ B	Act 4 Unique B		A4B Scz (N)	Act 4 (N) Champ B	Act 4 (N) Unique B		A4B Scz (H)	Act 4 (H) Champ B	Act 4 (H) Unique B								0
doomknight3	312	doomknight3	dkmag1	0	OblivionKnight	doomknight3	epierce	doomknight	OblivionKnight	Mage	UM	1	1						doomknight1				2	4	1	2		8	7	1	31	60	88	doomknight	doomknight	10	15	14	13				6	7	8	25	26	27	500	350	200	50	50	50	80	85	90	30	30	30	30	30	30	9	10	11										1						1				1			1										DoomKnightMissile	S1	3	MonBoneArmor	S1	6	MonBoneSpirit	S1	2	Decrepify	S2	10	Bestow	seq_undeadbestow	2	Amplify Damage	S2	10							100	40	8	-50	-33	-20			60	60	60	60			60	60	80	60	40	50	68	80	135	80	2				29	29	29	10	196	258	107	262	69	153	92							270	338	172	524	90	202	240							360	450	230	840	120	270	320																																																	A4B Scz	Act 4 Champ B	Act 4 Unique B		A4B Scz (N)	Act 4 (N) Champ B	Act 4 (N) Unique B		A4B Scz (H)	Act 4 (H) Champ B	Act 4 (H) Unique B								0
quillbear1	313	quillbear1	quillbear2	0	QuillBear	quillbear1	epierce	quillrat	QuillMother		S7	1													1	1		4	4	1	4	41	74	quillrat	quillrat	10	15	15	15				35	45	50	10	15	20	2	2	2	2	2	2													quillmama	quillmama								1	1												1	1																																	100	55	20	-50	-40	-30													60	20	20	20	60	100	2				3	3	3	10	244	294	168	284	102	202	101	30	50	134				270	346	240	216	90	225	195	90	150	300				270	420	320	560	120	300	260	120	200	400				A2	pois				15	20	30	100	20	40	50	150																														A1A Qll	Act 1 Champ A	Act 1 Unique A		A1A Qll (N)	Act 1 (N) Champ A	Act 1 (N) Unique A		A1A Qll (H)	Act 1 (H) Champ A	Act 1 (H) Unique A								0
quillbear2	314	quillbear1	quillbear3	1	SpikeGiant	quillbear2	epierce	quillrat	QuillMother		S7	1													1	2		4	4	1	8	43	75	quillrat	quillrat	10	15	15	15				45	55	55	15	17	20	2	2	2	2	2	2													quillmama	quillmama								1	1												1	1							1																										100	55	20	-50	-40	-30													60	20	20	20	60	100	2				6	6	6	10	252	306	168	284	52	252	91	30	50	128				270	346	240	216	90	225	195	90	150	300				270	420	320	560	120	300	260	120	200	400				A2	cold				5	50	80	200	15	70	120	300																														A1B Qll	Act 1 Champ B	Act 1 Unique B		A1B Qll (N)	Act 1 (N) Champ B	Act 1 (N) Unique B		A1B Qll (H)	Act 1 (H) Champ B	Act 1 (H) Unique B								0
quillbear3	315	quillbear1	quillbear4	2	ThornBrute	quillbear3	epierce	quillrat	QuillMother		S7	1													1	3		5	5	1	11	44	76	quillrat	quillrat	10	15	15	15				55	60	65	20	20	22	1	1	1	1	1	1													quillmama	quillmama								1	1												1	1																																	100	55	20	-50	-40	-30													60	20	20	20	60	100	2				9	9	9	10	250	318	168	284	68	234	95	30	50	124				270	346	240	216	90	225	195	90	150	300				270	420	320	560	120	300	260	120	200	400				A2	cold				5	50	80	200	15	70	120	300																														A1B Qll	Act 1 Champ B	Act 1 Unique B		A1B Qll (N)	Act 1 (N) Champ B	Act 1 (N) Unique B		A1B Qll (H)	Act 1 (H) Champ B	Act 1 (H) Unique B								0
quillbear4	316	quillbear1	quillbear5	3	RazorBeast	quillbear4	epierce	quillrat	QuillMother		S7	1													2	3		5	5	1	12	45	77	quillrat	quillrat	10	15	15	15				65	65	70	23	23	23	1	1	1	1	1	1													quillmama	quillmama								1	1												1	1																																	100	55	20	-50	-40	-30													60	20	20	20	60	100	2				10	10	10	10	244	308	168	284	58	230	95	30	50	127				270	346	240	216	90	225	195	90	150	300				270	420	320	560	120	300	260	120	200	400				A2	fire				5	60	90		15	90	150																															A1C Qll	Act 1 Champ C	Act 1 Unique C		A1C Qll (N)	Act 1 (N) Champ C	Act 1 (N) Unique C		A1C Qll (H)	Act 1 (H) Champ C	Act 1 (H) Unique C								0
quillbear5	317	quillbear1		4	GiantUrchin	quillbear5	epierce	quillrat	QuillMother		S7	1													2	4		6	6	1	21	53	86	quillrat	quillrat	10	15	15	15				75	75	75	25	25	27	1	1	1	1	1	1													quillmama	quillmama								1	1												1	1																																	100	55	20	-50	-40	-30													60	20	20	20	60	100	2				18	18	18	10	246	312	168	284	68	234	92	30	50	125				270	346	240	216	90	225	195	90	150	300				270	420	320	560	120	300	260	120	200	400				A2	ltng				5	10	150		15	10	240																															A2C Qll	Act 2 Champ C	Act 2 Unique C		A2C Qll (N)	Act 2 (N) Champ C	Act 2 (N) Unique C		A2C Qll (H)	Act 2 (H) Champ C	Act 2 (H) Unique C								0
