name	type	type2	code	alternateGfx	namestr	version	compactsave	rarity	spawnable	mindam	maxdam	1or2handed	2handed	2handmindam	2handmaxdam	minmisdam	maxmisdam		rangeadder	speed	StrBonus	DexBonus	reqstr	reqdex	durability	nodurability	level	levelreq	cost	gamble cost	magic lvl	auto prefix	OpenBetaGfx	normcode	ubercode	ultracode	wclass	2handedwclass	component	hit class	invwidth	invheight	stackable	minstack	maxstack	spawnstack	flippyfile	invfile	uniqueinvfile	setinvfile	hasinv	gemsockets	gemapplytype	special	useable	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	quivered	lightradius	belt	quest	questdiffcheck	missiletype	durwarning	qntwarning	gemoffset	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HraltiMin	HraltiMax	HraltiMagicMin	HraltiMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	DrehyaMin	DrehyaMax	DrehyaMagicMin	DrehyaMagicMax	DrehyaMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	Source Art	Game Art	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	Nameable	PermStoreItem
Tyrant Club	club		7sp	clb	7sp	100		3	0	38	63							14	2	-5	100		133	15	80		58	43	6793	214101		320	clb	p19	q18	7sp	1hs	1hs	5	1hsl	1	3					flpspc	invspc	invspcu	invspcu	1	3	0		0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
Reinforced Mace	mace		7ma	mac	7ma	100		4	0	43	63							14	2		100		145	46	75		60	47	14765	487098		320	mac	p20	q19	7ma	1hs	1hs	5	1hsl	1	3					flpmac	invmac		inv7mas	1	2	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
Devil Star	mace		7mt	mac	7mt	100		4	0	44	68							14	2	10	100		153	44	87		63	52	15674	572340		320	mac	p21	q20	7mt	1hs	1hs	5	1hsl	1	3					flpmst	invmst	invmstu	invmstu	1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
Scourge	mace		7fl	fla	7fl	100		4	0	25	74							14	3	-10	100		125	77	80		69	57	19532	767466		320	fla	p22	q21	7fl	1hs	1hs	5	1hsl	2	3					flpfla	invfla			1	5	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
Legendary Mallet	hamm		7wh	whm	7wh	100		4	0	49	71							14	2	20	110		189	15	80		78	61	14388	616658		320	whm	p23	q22	7wh	1hs	1hs	5	1hsl	2	3					flpwhm	invwhm			1	5	0		0	item_sword	12	item_sword	0	0	5	0	0	0			178	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
Ogre Maul	hamm	2hsw	7m7	mau	7m7	100		4	0				1	105	160			17	4	10	120		225	15	75		73	51	12156	442882		320	mau	p24	q23	7m7	stf	stf	5	2hsl	2	4					flpmau	invmau	invmau		1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
Thunder Maul	hamm	2hsw	7gm	mau	7gm	100		3	0				1	108	169			17	4	20	120		253	15	75		82	65	17821	784893		320	mau	p25	q24	7gm	stf	stf	5	2hsl	2	3					flpgma	invgma			1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
Falcata	swor		7ss	ssd	7ss	100		3	0	39	65							14	2		100		150	88	60		55	42	15680	459290		320	ssd	p26	q25	7ss	1hs	1hs	5	1hsl	1	3					flpssd	invssd			1	2	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
Ataghan	swor		7sm	scm	7sm	100		3	0	37	56							14	2	-20	100		138	95	60		59	45	16103	512642		320	scm	p27	q26	7sm	1hs	1hs	5	1hsl	1	3					flpscm	invscm	invscmu	invscmu	1	2	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
Elegant Blade	swor		7sb	scm	7sb	100		3	0	40	59							14	2	-10	100		109	122	60		60	47	22785	739728		320	scm	p28	q27	7sb	1hs	1hs	5	1hsl	1	3					flpsbr	invsbr	invsbru	invsbru	1	2	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
Hydra Edge	swor		7fc	flc	7fc	100		4	0	38	74							14	2	10	100		142	105	60		63	51	18479	661026		320	flc	p29	q28	7fc	1hs	1hs	5	1hsl	1	3					flpflc	invflc			1	2	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
Phase Blade	swor		7cr	crs	7cr	100		2	0	36	54							14	2	-30	100		136	136	15	1	65	54	25680	961820		320	crs	p30	q29	7cr	1hs	1hs	5	1hsl	2	3					flpcrs	invcrs	invcrs	invcrsu	1	6	0		0	item_sword	12	item_sword	0	0	5	0	5	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	8	0	xxx	xxx	1	0
Conquest Sword	swor		7bs	bsd	7bs	100		4	0	42	65							14	2		100		142	112	60		67	58	19044	768466		320	bsd	p31	q30	7bs	1hs	1hs	5	1hsl	2	3					flpbsd	invbsd			1	4	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
Cryptic Sword	swor		7ls	lsd	7ls	100		4	0	27	75							14	2	-10	100		144	109	60		73	61	14306	613296		320	lsd	p32	q31	7ls	1hs	1hs	5	1hsl	2	3					flplsd	invlsd	invlsdu	invlsdu	1	4	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
Mythical Sword	swor		7wd	flc	7wd	100		4	0	38	70							14	2		100		147	124	60		77	66	20187	885448		320	flc	p33	q32	7wd	1hs	1hs	5	1hsl	1	3					flpwsd	invwsd			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
Legend Sword	swor	2hsw	72h	clm	72h	100		4	0	28	65	1	1	71	159			17	3	-15	100		175	100	60		60	44	23789	722776		320	clm	p34	q33	72h	1hs	2hs	5	2hss	1	4					flp2hs	inv2hs	inv2hsu	inv2hsu	1	3	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
Highland Blade	swor	2hsw	7cm	clm	7cm	100		4	0	31	69	1	1	78	169			17	3	-5	100		171	104	65		67	49	14391	497653		320	clm	p35	q34	7cm	1hs	2hs	5	2hss	1	4					flpclm	invclm			1	4	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
Balrog Blade	swor	2hsw	7gs	gsd	7gs	100		4	0	25	63	1	1	61	154			17	3	-30	100		185	87	65		71	53	16331	603751		320	gsd	p36	q35	7gs	1hs	2hs	5	2hss	1	4					flpgis	invgis	invgisu	invgisu	1	4	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
Champion Sword	swor	2hsw	7b7	clm	7b7	100		4	0	37	62	1	1	91	154			17	3	-10	100		163	103	60		74	57	19939	793152		320	clm	p37	q36	7b7	1hs	2hs	5	2hss	1	4					flpbsw	invbsw	invbswu	invbswu	1	4	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
Colossal Sword	swor	2hsw	7fb	clm	7fb	100		4	0	38	74	1	1	91	178			17	3	10	100		182	95	65		79	60	24800	1018250		320	clm	p38	q37	7fb	1hs	2hs	5	2hss	2	4					flpflb	invflb			1	5	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
Colossus Blade	swor	2hsw	7gd	gsd	7gd	100		4	0	40	69	1	1	95	163			17	3	5	100		189	110	65		83	63	22259	973508		320	gsd	p39	q38	7gd	1hs	2hs	5	2hss	2	4					flpgsd	invgsd	invgsdu	invgsdu	1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
Bone Knife	knif		7dg	dgr	7dg	100		2	0	30	62							14	1	-20	100	50	38	75	60		57	43	12429	381191		320	dgr	p40	q39	7dg	1ht	1ht	5	1ht	1	2					flpdgr	invdgr			1	2	0		0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
Mithral Point	knif		7di	dir	7di	100		2	0	42	64							14	1	0	100	50	55	98	70		61	52	17988	653330		320	dir	p41	q40	7di	1ht	1ht	5	1ht	1	2					flpdir	invdir			1	2	0		0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
Fanged Knife	knif		7kr	dir	7kr	100		2	0	27	64							14	1	-30	100	50	42	86	60		67	62	13729	596754		320	dir	p42	q41	7kr	1ht	1ht	5	1ht	1	3					flpkrs	invkrs	invkrsu	invkrsu	1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
Legend Spike	knif		7bl	dgr	7bl	100		3	0	41	61							14	1	-10	100	50	65	67	62		73	66	16076	710730		320	dgr	p43	q42	7bl	1ht	1ht	5	1ht	1	3					flpbld	invbld			1	2	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
Flying Knife	tkni		7tk	dgr	7tk	100		2	0	33	61					33	61	15	1		75	75	48	141	60		58	48	107	29130		311	dgr	tkf	q71	7tk	1ht	1ht	5	1ht	1	2	1	420	1000	420	flptkn	invtkn			1	2	0	primarily thrown	0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			36	7	4	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
Flying Axe	taxe		7ta	hax	7ta	100		2	0	40	59					40	59	15	1	10	75	75	88	108	60		62	42	115	26690		311	hax	tax	q72	7ta	1hs	1hs	5	1hsl	1	2	1	420	1000	420	flptax	invtax			1	2	0	primarily thrown	0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			35	7	5	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	2	0	xxx	xxx	1	0
Winged Knife	tkni		7bk	dgr	7bk	100		2	0	25	60					25	60	15	1	-20	75	75	45	142	60		67	57	124	35048		311	dgr	bkf	9bk	7bk	1ht	1ht	5	1ht	1	2	1	420	1000	420	flpbkf	invbkf	invtk3		1	2	0	primarily thrown	0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			36	7	4	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
Winged Axe	taxe		7b8	hax	7b8	100		2	0	24	62					24	62	15	2	-10	75	75	96	122	60		71	60	125	36290		311	hax	bal	9b8	7b8	1hs	1hs	5	1hsl	2	2	1	420	1000	420	flpbal	invbal			1	4	0	primarily thrown	0	item_sword	12	item_sword	0	0	5	0	0	0			35	7	5	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
Hyperion Javelin	jave		7ja	jav	7ja	100		4	0	29	57					29	57	14	2	-10	75	75	98	123	60		59	42	105	25447		311	jav	jav	9ja	7ja	1ht	1ht	5	1ht	1	3	1	360	1000	360	flpjav	invjav			1	3	0	primarily thrown	0	item_javelins	12	item_javelins	0	0	5	0	0	0			1	7	2	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Stygian Pilum	jave		7pi	pil	7pi	100		4	0	27	67					27	67	14	2		75	75	118	112	60		62	46	110	28570		311	pil	pil	9pi	7pi	1ht	1ht	5	1ht	1	3	1	360	1000	360	flppil	invpil			1	3	0	primarily thrown	0	item_javelins	12	item_javelins	0	0	5	0	0	0			37	7	2	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Balrog Spear	jave		7s7	jav	7s7	100		4	0	36	64					36	64	14	2	10	75	75	127	95	60		65	53	116	32236		311	jav	ssp	9s9	7s7	1ht	1ht	5	1ht	1	3	1	360	1000	360	flpssp	invssp			1	3	0	primarily thrown	0	item_javelins	12	item_javelins	0	0	5	0	0	0			37	7	2	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Ghost Glaive	jave		7gl	glv	7gl	100		4	0	36	72					36	72	14	2	20	75	75	89	137	60		73	59	120	35520		311	glv	glv	9gl	7gl	1ht	1ht	5	1ht	1	4	1	360	1000	360	flpglv	invglv			1	4	0	primarily thrown	0	item_javelins	12	item_javelins	0	0	5	0	0	0			37	7	2	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
Winged Harpoon	jave		7ts	pil	7ts	100		4	0	23	67					23	67	14	2	-10	75	75	76	145	60		79	65	99	35958		311	pil	tsp	9ts	7ts	1ht	1ht	5	1ht	1	4	1	360	1000	360	flptsp	invtsp			1	4	0	primarily thrown	0	item_javelins	12	item_javelins	0	0	5	0	0	0			37	7	2	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
Hyperion Spear	spea	2hsw	7sr	spr	7sr	100		4	0				1	69	170			17	4	-10	100		135	100	60		58	43	15900	481850		320	spr	p44	q43	7sr	2ht	2ht	5	2ht	2	4					flpspr	invspr			1	3	0	2 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Stygian Pike	spea	2hsw	7tr	tri	7tr	100		4	0				1	64	186			17	4		100		148	97	60		61	49	17347	595201		320	tri	p45	q44	7tr	2ht	2ht	5	2ht	2	4					flptri	invtri	invtriu	invtriu	1	4	0	2 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Mancatcher	spea	2hsw	7br	brn	7br	100		4	0				1	73	155			17	5	-20	100		132	134	60		66	55	14658	567096		320	brn	p46	q45	7br	2ht	2ht	5	2ht	2	4					flpbrn	invbrn			1	5	0	2 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Ghost Spear	spea	2hsw	7st	brn	7st	100		4	0				1	67	189			17	5		100		145	114	60		71	60	17248	742792		320	tri	p47	q46	7st	2ht	2ht	5	2ht	2	4					flpspt	invspt			1	6	0	2 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
War Pike	spea	2hsw	7p7	pik	7p7	100		4	0				1	74	203			17	5	20	100		165	106	60		80	66	16070	710475		320	pik	p48	q47	7p7	2ht	2ht	5	2ht	2	4					flppik	invpik			1	6	0	3 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Ogre Axe	pole	2hsw	7o7	hal	7o7	100		4	0				1	60	180			17	3	10	100		158	75	65		59	45	9871	317380		320	hal	p49	q48	7o7	stf	stf	5	2hsl	2	4					flpbar	invbar			1	3	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
Colossus Voulge	pole	2hsw	7vo	hal	7vo	100		4	0				1	67	197			17	4	10	100		177	55	65		63	48	12822	432554		320	pax	p50	q49	7vo	stf	stf	5	2hsl	2	4					flpvou	invvou			1	4	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
Thresher	pole	2hsw	7s8	scy	7s8	100		4	0				1	66	177			17	3	-10	100		82	82	80		65	53	11086	417553		320	scy	p51	q50	7s8	stf	stf	5	2hsl	2	4					flpscy	invscy	invscy	invscyu	1	5	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
Cryptic Axe	pole	2hsw	7pa	hal	7pa	100		4	0				1	78	190			17	4	10	100		165	103	80		71	59	16509	678106		320	pax	p52	q51	7pa	stf	stf	5	2hsl	2	4					flppax	invpax			1	5	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
Great Poleaxe	pole	2hsw	7h7	pax	7h7	100		4	0				1	86	170			17	5		100		179	99	70		78	63	21554	932518		320	hal	p53	q52	7h7	stf	stf	5	2hsl	2	4					flphal	invhal			1	6	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
Giant Thresher	pole	2hsw	7wc	scy	7wc	100		3	0				1	86	161			17	5	-10	100		140	140	70		82	66	17692	779410		320	scy	p54	q53	7wc	stf	stf	5	2hsl	2	4					flpwsc	invwsc			1	6	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
Walking Stick	staf	2hsw	6ss	bst	6ss	100		2	0				1	97	142			17	2	-10	100		25	15	60		57	43	8154	257216	1	315	bst	p55	q54	6ss	stf	stf	5	club	1	3					flpsst	invsst			1	2	1	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	7					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Stalagmite	staf	2hsw	6ls	sst	6ls	100		2	0				1	99	151			17	3		100		63	35	60		62	49	5367	199861	1	315	sst	p56	q55	6ls	stf	stf	5	staf	1	4					flplst	invlst			1	3	1	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	7					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Elder Staff	staf	2hsw	6cs	cst	6cs	100		2	0				1	102	165			17	3	10	100		44	37	60		64	55	9048	359526	1	315	cst	p57	q56	6cs	stf	stf	5	staf	1	4					flpcst	invcst	invcstu	invcstu	1	4	1	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	7					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Shillelah	staf	2hsw	6bs	sst	6bs	100		2	0				1	92	155			17	3	-10	100		52	27	60		67	62	7986	358419	1	315	sst	p58	q57	6bs	stf	stf	5	staf	1	4					flpbst	invbst			1	4	1	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	7					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Archon Staff	staf	2hsw	6ws	lst	6ws	100		2	0				1	96	160			17	4		100		34	15	60		74	66	10001	452543	1	315	lst	p59	q58	6ws	stf	stf	5	staf	2	4					flpwst	invwst	inv8wsu		1	6	1	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	7					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Spider Bow	bow		6sb	sbw	6sb	100		2	0				1	37	65			13		5		75	64	143		1	56	42	21091	600003			sbw	p60	q59	6sb	bow	bow	6	bow	2	3					flpsbw	invsbw			1	3	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Blade Bow	bow		6hb	sbw	6hb	100		2	0				1	38	57			13		-10		75	76	119		1	57	43	21350	661750			sbw	p61	q60	6hb	bow	bow	6	bow	2	3					flphbw	invhbw			1	4	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Shadow Bow	bow		6lb	lbw	6lb	100		2	0				1	33	67			13				75	52	188		1	60	47	25610	828715			lbw	p62	q61	6lb	bow	bow	6	bow	2	4					flplbw	invlbw			1	5	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Great Bow	bow		6cb	lbw	6cb	100		2	0				1	32	65			13		-10		75	121	107		1	62	51	17743	626512			lbw	p63	q62	6cb	bow	bow	6	bow	2	3					flpcbw	invcbw	invcbwu	invcbwu	1	4	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
