index	version	enabled	ladder	rarity	nolimit	lvl	lvl req	code	*type	*uber	carry1	cost mult	cost add	chrtransform	invtransform	flippyfile	invfile	dropsound	dropsfxframe	usesound	prop1	par1	min1	max1	prop2	par2	min2	max2	prop3	par3	min3	max3	prop4	par4	min4	max4	prop5	par5	min5	max5	prop6	par6	min6	max6	prop7	par7	min7	max7	prop8	par8	min8	max8	prop9	par9	min9	max9	prop10	par10	min10	max10	prop11	par11	min11	max11	prop12	par12	min12	max12	*eol
BlackMage's Knucklebone	0	1		1	1	75	75	nrn	Ring	3		12	40000								nec		2	2	skill-rand	3	66	95	ac/lvl	40			enr/lvl	4			res-all		20	25	mag%		30	35	kill-skill	Frost Nova	2	50	oskill	Shiver Armor	10	13	cast3		25	25	addxp		3	3	skill-rand	3	66	95					0
The Tipsy Donut	0	1		1	1	75	75	prn	Ring	3		12	40000								pal		2	2	skill-rand	3	96	125	dmg%		40	60	str/lvl	4			res-all		20	25	mag%		30	35	kill-skill	ctcMeteor	2	50	oskill	Summon Grizzly	10	13	move3		25	25	addxp		3	3	skill-rand	3	96	125					0
The Mad Celt's Shining Sparkly	0	1		1	1	75	75	brg	Ring	3		12	40000								bar		2	2	skill-rand	3	126	155	dmg%		40	60	str/lvl	4			res-all		20	25	mag%		30	35	kill-skill	Poison Nova	2	50	oskill	Shadow Master	10	13	move3		25	25	addxp		3	3	skill-rand	3	126	155					0
Yagul's Wrath	100	1		1	1	75	75	drn	Ring	3		12	40000								dru		2	2	skill-rand	3	221	250	dmg%		40	60	vit/lvl	4			res-all		20	25	mag%		30	35	kill-skill	Hells Gate	2	50	oskill	Shout	7	10	move3		25	25	addxp		3	3	skill-rand	3	221	250					0
Killjoy's Attitude	100	1		1	1	75	75	arn	Ring	3		12	40000								ass		2	2	skill-rand	3	251	280	dmg%		40	60	vit/lvl	4			res-all		20	25	mag%		30	35	kill-skill	Chain Lightning	2	50	oskill	Enchant	10	13	move3		25	25	addxp		3	3	skill-rand	3	251	280					0
amul																																																																					0
Lovers' Pendant	0	1		6	1	10	5	amu	Amulet	1		7	15000								regen		7	7	ac		25	25	ac/lvl	4			hp		20	30	hp/lvl	2			gold%		25	50	res-pois		30	30																					0
Eye of the Witch	0	1		5	1	20	10	amu	Amulet	1		8	20000								mana		30	50	light		3	3	cast1		15	15	oskill	Frozen Armor	3	3	regen-mana		30	30	move1		15	15	res-cold		20	20	res-ltng		20	20																	0
Collar of the Minotaur	0	1		4	1	30	20	amu	Amulet	1		9	25000								str		15	15	vit		15	15	crush		15	15	res-fire		40	40	dmg-max		10	15	regen		7	9	red-dmg		3	5	aura	Might	1	1	allskills		1	1													0
Beads of the Guardian	0	1		3	1	40	30	amu	Amulet	1		10	30000								ac%		15	15	ac/lvl	6			red-dmg		4	6	red-mag		4	6	res-all		20	20	nofreeze		1	1	move2		20	20	dex		10	15	allskills		2	2	oskill	Energy Shield	1	1									0
Eye of the Beholder	0	1		1	1	60	50	amu	Amulet	1		12	40000								gethit-skill	Glacial Spike	20	3	att-skill	Glacial Spike	20	3	hp		50	50	mana		30	30	cast1		15	15	swing1		15	15	ac		100	100	dmg-cold	100	20	60	allskills		2	2	oskill	Time Stop	1	1									0
Spellcasters Aide	0	1		1	1	75	60	amu	Amulet	1		12	40000								mana%		50	50	mana/lvl	12			allskills		2	2	red-dmg%		10	15	aura	Sanctuary	3	3	cast3		60	60	hp/lvl	12																							0
Talisman of Benzaiten	0	1		8	1	45	45	zam	Amulet			12	40000								allskills		1	1	skilltab	0	0	1	skilltab	1	0	1	skilltab	2	0	1	red-dmg%		10	10	skill	Valkyrie	3	3	ac/lvl	40			gold%		20	40	regen		10	15	dex/lvl	4											0
Talisman of Fukurokuju	0	1		8	1	45	45	sam	Amulet			12	40000								allskills		1	1	skilltab	3	0	1	skilltab	4	0	1	skilltab	5	0	1	red-dmg%		10	10	skill	Static Field	3	3	ac/lvl	40			gold%		20	40	regen		10	15	enr/lvl	4											0
Talisman of Ebisu	0	1		8	1	45	45	nam	Amulet			12	40000								allskills		1	1	skilltab	6	0	1	skilltab	7	0	1	skilltab	8	0	1	red-dmg%		10	10	skill	Bone Armor	3	3	ac/lvl	40			gold%		20	40	regen		10	15	enr/lvl	4											0
Talisman of Daikokuten	0	1		8	1	45	45	pam	Amulet			12	40000								allskills		1	1	skilltab	9	0	1	skilltab	10	0	1	skilltab	11	0	1	red-dmg%		10	10	skill	Holy Shield	3	3	ac/lvl	40			gold%		20	40	regen		10	15	str/lvl	4											0
Talisman of Bishamonten	0	1		8	1	45	45	bam	Amulet			12	40000								allskills		1	1	skilltab	12	0	1	skilltab	13	0	1	skilltab	14	0	1	red-dmg%		10	10	skill	Iron Skin	3	3	ac/lvl	40			gold%		20	40	regen		10	15	str/lvl	4											0
Talisman of Hotei	100	1		8	1	45	45	dam	Amulet			12	40000								allskills		1	1	skilltab	15	0	1	skilltab	16	0	1	skilltab	17	0	1	red-dmg%		10	10	skill	Oak Sage	3	3	ac/lvl	40			gold%		20	40	regen		10	15	vit/lvl	4											0
Talisman of Kisshoten	100	1		8	1	45	45	aam	Amulet			12	40000								allskills		1	1	skilltab	18	0	1	skilltab	19	0	1	skilltab	20	0	1	red-dmg%		10	10	skill	Shadow Master	3	3	ac/lvl	40			gold%		20	40	regen		10	15	dex/lvl	4											0
Valhalla's Pendant	0	1		3	1	60	60	zam	Amulet	2		12	40000								ama		2	2	skill	Valkyrie	2	4	skilltab	1	1	1	dmg%		35	50	deadly		20	20	gethit-skill	Frost Nova	15	12	hp		60	60	str		20	20	vit		20	20	regen		15	15									0
Jade's Locket	0	1		3	1	60	60	sam	Amulet	2		12	40000								sor		2	2	cast3		30	30	mana%		15	15	mana		60	60	hp		60	60	red-mag		6	8	res-all		25	25	skill	Enchant	6	6	gethit-skill	Poison Nova	5	24	red-dmg		6	8									0
Daeveran's Stone	0	1		3	1	60	60	nam	Amulet	2		12	40000								nec		2	2	hp%		15	15	oskill	Energy Shield	1	1	cast3		30	30	res-all		25	25	hp		60	60	skill	Bone Armor	4	4	regen		15	15	regen-mana		60	60	move2		20	20									0
Holy Deviant	0	1		3	1	60	60	pam	Amulet	2		12	40000								pal		2	2	att-skill	Bone Spirit	20	9	abs-mag%		6	12	lifesteal		8	12	mana-kill		4	8	gethit-skill	Bone Armor	20	10	skilltab	9	1	1	skill	Conviction	4	4	enr		20	20	str		20	20									0
Khisanth	0	1		3	1	60	60	bam	Amulet	2		12	40000								bar		2	2	red-dmg		6	8	red-mag		6	8	skill	Natural Resistance	4	4	skill	Iron Skin	4	4	dex		20	20	swing3		30	30	hp/lvl	8			str		20	20	regen		15	15									0
Grim Creaper	100	1		3	1	60	60	dam	Amulet	2		12	40000								dru		2	2	skill	Cycle of Life	7	7	regen		15	15	crush		15	30	balance3		30	30	ac%		25	25	dex		30	30	skilltab	15	1	1	dmg-pois	100	256	512	skill	Plague Poppy	7	7	skill	Vines	7	7					0
Sub Sanity	100	1		3	1	60	60	aam	Amulet	2		12	40000								ass		2	2	dmg%		35	50	skilltab	20	1	1	skill	Fade	4	4	skill	Quickness	4	4	skill	Shade Armor	4	4	gethit-skill	Attract	10	1	dex		20	20	enr		20	20	vit		20	20									0
Plague's Last Arrowhead	0	1		1	1	75	75	zam	Amulet	3		12	40000								ama		1	1	res-all		30	50	manasteal		10	15	swing1		30	30	mag%		35	50	addxp		5	5	all-stats		10	20	abs-ltng		20	30	allskills		1	1	res-all-max		7	7									0
The Mistress' Leather Collar	0	1		1	1	75	75	sam	Amulet	3		12	40000								sor		1	1	res-all		30	50	regen-mana		45	60	cast1		30	30	mag%		35	50	addxp		5	5	all-stats		10	20	abs-ltng		20	30	allskills		1	1	res-all-max		7	7									0
The Cursed Donut	0	1		1	1	75	75	nam	Amulet	3		12	40000								nec		1	1	res-all		30	50	regen-mana		45	60	cast1		30	30	mag%		35	50	addxp		5	5	all-stats		10	20	abs-ltng		20	30	allskills		1	1	res-all-max		7	7									0
BlackKnight's Holy Signet	0	1		1	1	75	75	pam	Amulet	3		12	40000								pal		1	1	res-all		30	50	lifesteal		10	15	balance1		30	30	mag%		35	50	addxp		5	5	all-stats		10	20	abs-fire		20	30	allskills		1	1	res-all-max		7	7									0
Smaqdoun's Painful Pride	0	1		1	1	75	75	bam	Amulet	3		12	40000								bar		1	1	res-all		30	50	lifesteal		10	15	swing1		30	30	mag%		35	50	addxp		5	5	all-stats		10	20	abs-ltng		20	30	allskills		1	1	res-all-max		7	7									0
Yagul's Bloody Rage	100	1		1	1	75	75	dam	Amulet	3		12	40000								dru		1	1	res-all		30	50	regen		15	20	balance1		30	30	mag%		35	50	addxp		5	5	all-stats		10	20	abs-fire		20	30	allskills		1	1	res-all-max		7	7									0
Dweia's Revenge	100	1		1	1	75	75	aam	Amulet	3		12	40000								ass		1	1	res-all		30	50	regen		15	20	swing1		30	30	mag%		35	50	addxp		5	5	all-stats		10	20	abs-fire		20	30	allskills		1	1	res-all-max		7	7									0
jewl																																																																					0
Jindujun	100	1		1	1	45	40	jew	Jewel	1		7	20000				invjuewelunique03				move3		30	30	dex		25	30	block		10	15	ease		-20	-30																																	0
Bohemian Stone	100	1		1	1	50	45	jew	Jewel	1		9	30000				invjuewelunique08				dmg-pois	125	738	738	red-dmg		6	10	pierce-pois		4	5	hit-skill	Poison Nova	5	16																																	0
Icestorm Shard	100	1		1	1	55	50	jew	Jewel	1		9	30000				invjuewelunique05				dmg-cold	125	30	160	hit-skill	Glacial Spike	7	13	pierce-cold		4	5	regen-mana		20	20																																	0
Lady Eboshi's Greed	100	1		1	1	50	45	jew	Jewel	1		8	25000				invjuewelunique10				gold%		25	25	mag%		25	25	lifesteal		5	8	mana-kill		5	8																																	0
Salamander Stone	100	1		1	1	55	50	jew	Jewel	1		9	30000				invjuewelunique06				regen		10	15	dmg-fire		40	210	hit-skill	Fire Ball	8	18	pierce-fire		4	5																																	0
Nexus Star	100	1		1	1	50	45	jew	Jewel	1		8	25000				invjuewelunique07				res-all		15	15	res-all-max		2	2	red-mag		5	8	dmg-mag		50	150																																	0
Smiiiff Stone	100	1		1	1	60	55	jew	Jewel	1		10	35000				invjuewelunique01				oskill	Shadow Master	3	3	str		5	10	dex		5	10	skilltab	19	1	1																																	0
Larias' Licentious Lament	100	1		1	1	60	55	jew	Jewel	1		10	35000				invjuewelunique02				oskill	Valkyrie	3	3	vit		5	10	enr		5	10	skilltab	1	1	1																																	0
Sescheronya's Spark	100	1		1	1	55	50	jew	Jewel	1		9	30000				invjuewelunique09				dmg-ltng		1	250	hit-skill	Static Field	5	10	pierce-ltng		4	5	light-thorns		50	100																																	0
Ideal Craft	100	1		1	1	45	40	jew	Jewel	1		7	20000				invjuewelunique04				swing2		10	15	dmg%		25	35	ac%		25	35	cast2		10	15																																	0
misl																																																																					0
Kenji's Winged Arrows	0	1		6	1	25	18	aq2	Arrows	1		8	20000								allskills		1	1	rep-quant	100			dmg%		10	10	swing1		10	10	att		100	100	dex		10	10	enr		10	10																					0
Delthanes' Enchanted Bolts	0	1		6	1	25	18	cq2	Bolts	1		8	20000								allskills		1	1	rep-quant	100			mag%		10	10	dmg-mag		10	20	dmg-ltng		1	60	dmg-cold	100	10	15	dmg-fire		20	25																					0
Quiver of Prince Ashitaka	0	1		3	1	40	36	aq2	Arrows	2		10	30000								allskills		1	1	rep-quant	100			skilltab	0	1	1	dmg-demon		100	100	crush		10	10	deadly		10	10	dex		10	10	skill	Evade	2	2	rip		1	1													0
Casca's Deadly Bolts	0	1		3	1	40	36	cq2	Bolts	2		10	30000								allskills		1	1	rep-quant	100			skilltab	0	1	1	swing1		15	15	dex		10	10	dmg-ac		-10	-10	hit-skill	Amplify Damage	5	3	att		100	100	dmg/lvl	3															0
Legolas' Quiver	0	1		1	1	55	54	aq2	Arrows	3		12	40000								allskills		2	2	rep-quant	100			dmg%		15	30	swing1		20	20	dmg-dem/lvl	8			crush/lvl	2			skill	Pierce	3	3	dex		10	10																	0
Borgoff's Bolts	0	1		1	1	55	54	cq2	Bolts	3		12	40000								allskills		2	2	rep-quant	100			pierce		20	20	swing3		30	30	dmg-und/lvl	8			skill	Strafe	3	3	vit		10	10	dmg-mag		30	50																	0
circ																																																																					0
Hijikata's Heart-blood	100	1		1	1	10	12	cix	Hachigane	1		6	10000								tinkerflag2		25	35	ac%		300	400	lifesteal		6	8	oskill	Sword Mastery	1	3	oskill	Critical Strike	1	3	addxp		3	5	balance1		20	20	mana/lvl	6			red-dmg%		10	10													0
The Diamond Hairband	100	1		1	1	20	30	ci0	Circlet	1		7	15000								tinkerflag2		25	35	res-all		15	30	red-dmg		5	10	red-mag		4	8	ac/lvl	16			gold%		25	125	mag%		25	125																					0
Zan-Esus' Commitment	100	1		1	1	40	40	ci1	Coronet	1		9	25000								tinkerflag2		25	35	allskills		1	1	cast3		20	30	mana%		40	40	hp		30	60	skill	Warmth	2	4	sock		2	2	dmg%		100	100																	0
Lunar Charm	100	1		1	1	50	60	ci2	Tiara	2		10	30000								tinkerflag2		25	35	ac%		200	400	dmg-demon		150	200	dmg-undead		150	200	res-all		45	55	manasteal		6	9	move3		25	35	extra-mag2		10	10	allskills		2	2	rip		1	1	addxp		4	4					0
Heart of Jewels	100	1		1	1	60	70	ci3	Diadem	3		11	35000								tinkerflag2		25	35	res-all		30	40	res-all-max		3	5	allskills		2	2	all-stats		10	20	gold%		75	150	mag%		75	150	cast3		40	40	red-mag		10	20	addxp		5	5									0
axe																																																																					0
Krok's Basher	0	1		1	1	4	5	hax	Hand Axe	1		6	10000								tinkerflag2		25	35	dmg%		125	200	crush		10	30	swing1		15	15	dmg/lvl	8			noheal		1	1	res-pois-len		50	50	res-all		10	10	oskill	Sacrifice	1	1	att		60	60	att/lvl	4							0
Treefeller	0	1		1	1	12	9	axe	Axe	1		7	15000								tinkerflag2		25	35	dmg%		150	200	openwounds		40	40	swing1		30	30	skill	Sword Mastery	2	3	red-dmg		4	4	dmg/lvl	8																							0
The Skeleton Hunter	0	1		1	1	20	15	2ax	Double Axe	1		8	20000								tinkerflag2		25	35	dmg%		75	100	dmg-undead		200	200	att-undead		100	100	res-all		15	30	hp		25	50	hit-skill	Holy Bolt	25	6	res-mag		25	25	dmg/lvl	10			dmg-und/lvl	24			att-und/lvl	3							0
High-General's Pick	0	1		1	1	28	21	mpi	Military Pick	1		8	20000								tinkerflag2		25	35	dmg%		140	180	stupidity		1	1	noheal		1	1	swing2		30	30	stamdrain		35	50	dmg/lvl	8			att/lvl	4			allskills		1	1	deadly		25	25									0
Axe of Souls	0	1		1	1	36	27	wax	War Axe	1		9	25000								tinkerflag2		25	35	dmg%		75	115	res-cold		50	50	dmg-cold	200	50	200	dmg-cold/lvl	16			manasteal		4	8	mana		40	80	mana/lvl	16			hit-skill	Life Tap	5	5	dmg/lvl	10			regen-mana		45	45					0
Glowblast	0	1		1	1	6	8	lax	Large Axe	1		6	10000								tinkerflag2		25	35	dmg%		125	175	dmg-ltng		4	48	dmg-ltng/lvl	60			hit-skill	Charged Bolt	15	7	light		5	5	allskills		1	1	balance2		15	15																	0
Murderous Axe	0	1		1	1	14	14	bax	Broad Axe	1		7	15000								tinkerflag2		25	35	dmg%		170	210	str		25	25	dex		10	10	swing2		15	15	freeze		1	1	openwounds		30	30	deadly		30	30	crush		15	15	str/lvl	6											0
Lord of Carnage	0	1		1	1	22	19	btx	Battle Axe	1		8	20000								tinkerflag2		25	35	dmg%		100	140	swing1		20	20	att%		30	45	dmg/lvl	10			sock	2	2	2	res-all		20	30	allskills		1	1																	0
Raka's Folly	0	1		1	1	30	25	gax	Great Axe	1		9	25000								tinkerflag2		25	35	dmg%		160	210	dmg-pois	50	512	1024	dmg-pois/lvl	40			gethit-skill	Poison Nova	25	5	swing2		30	30	move2		20	20	oskill	Amplify Damage	1	1	bar		2	2	dru		2	2									0
The Annihilator	0	1		1	1	38	29	gix	Giant Axe	1		9	25000								tinkerflag2		25	35	dmg%		150	225	rep-dur	10			aura	Blessed Aim	1	3	bar		2	2	deadly		25	25	att%		30	30	dru		2	2																	0
Axe of the Elements	0	1		1	1	29	36	9ha	Hatchet	2		8	20000								tinkerflag2		25	35	dmg%		100	100	dmg-fire		150	300	dmg-fire/lvl	32			dmg-ltng		150	300	dmg-ltng/lvl	32			dmg-cold	300	150	300	dmg-cold/lvl	32			dmg-pois	100	384	768	dmg-pois/lvl	32			res-all		15	30	sor		2	2	0
The Butcher's Cleaver	0	1		1	1	37	39	9ax	Cleaver	2		9	25000				invuniqueaxebutcherscleaver				tinkerflag2		25	35	dmg%		180	230	dmg-min		20	30	str		20	30	ignore-ac		1	1	crush/lvl	4			dmg-max		30	50	swing3		25	25	str/lvl	4			allskills		1	1	ass		1	1	skill	Blade Shield	3	6	0
Double Bite	0	1		1	1	45	43	92a	Twin Axe	2		10	30000								tinkerflag2		25	35	dmg%		140	180	bar		1	1	pal		1	1	dmg-ltng		1	500	dmg-fire		150	350	swing2		30	30	dmg-fire/lvl	40			dmg-ltng/lvl	40			gethit-skill	SNova	50	14	gethit-skill	Nova	50	14					0
Sadistic Warlord	0	1		1	1	53	45	9mp	Crowbill	2		11	35000								tinkerflag2		25	35	dmg%		500	500	ease		75	75	noheal		1	1	knock		1	1	howl			32	red-dmg		8	15	deadly		20	20	pal		1	2													0
Hacker	0	1		1	1	56	48	9wa	Naga	2		11	35000								tinkerflag2		25	35	dmg%		140	190	lifesteal		5	10	manasteal		5	10	allskills		1	1	swing2		30	30	dmg/lvl	12			ass		1	1	skill	Shade Armor	1	3	aura	Fanaticism	1	1									0
Wolf Claw	0	1		1	1	31	35	9la	Military Axe	2		9	25000								tinkerflag2		25	35	dmg%		150	225	dmg/lvl	12			att%		100	100	swing2		40	60	lifesteal		3	6	allskills		1	1	dex		10	30	oskill	Summon Fenris	8	12	oskill	Shape Shifting	4	6	oskill	Wearwolf	4	6	oskill	Feral Rage	4	6	0
Lifebane	0	1		1	1	39	39	9ba	Bearded Axe	2		9	25000								tinkerflag2		25	35	dmg%		150	200	noheal		1	1	stamdrain		100	100	lifesteal		10	15	dmg/lvl	8			swing2		30	40	move2		20	30	sock		2	2	charged	Cycle of Life	30	14									0
Fleshchew	0	1		1	1	47	41	9bt	Tabar	2		10	30000								tinkerflag2		25	35	dmg%		140	190	openwounds		33	33	noheal		1	1	att		150	300	dmg/lvl	10			hit-skill	Amplify Damage	10	5	crush		33	33	lifesteal		3	6	att/lvl	4			dru		2	2					0
Griswold's Revenge	0	1		1	1	50	42	9ga	Gothic Axe	2		11	35000								tinkerflag2		25	35	dmg%		200	240	deadly		50	50	crush		25	25	openwounds		25	25	lifesteal		6	12	manasteal		6	12	dmg-cold	300	150	300	ac/lvl	16			allskills		2	2	dmg-cold/lvl	40							0
Lifecleaver	0	1		1	1	53	45	9gi	Ancient Axe	2		11	35000								tinkerflag2		25	35	dmg%		140	180	deadly		25	75	dmg-ac		-100	-100	dmg/lvl	8			lifesteal		12	18	swing2		40	40	allskills		1	1	oskill	Battle Orders	2	6													0
Rohmshun	0	1		1	1	54	63	0ha	Barbarian Tomahawk	3		11	35000								tinkerflag2		25	35	dmg%		190	240	dmg-pois	100	768	1536	openwounds		35	35	dmg-mag		120	240	swing1		20	20	hit-skill	static field	14	8	cast3		30	30	mana-kill		10	12													0
Alea Jacta Est	0	1		1	1	62	60	0ax	Precision Cleaver	3		12	40000								tinkerflag2		25	35	dmg%		230	280	lifesteal		7	10	allskills		1	1	att%		50	50	aura	Aura of Divinity	1	1	oskill	Valkyrie	10	10	str		15	15	vit		15	15													0
Thorgrim's Saviour	0	1		1	1	70	64	82a	Duo-Axe	3		13	45000								tinkerflag2		25	35	dmg%		140	180	balance2		20	20	hp%		20	20	att/lvl	8			hit-skill	Life Tap	8	5	sock		2	2	dmg%/lvl	10			indestruct		1	1													0
Gold Digger	0	1		1	1	73	68	0mp	Razor Axe	3		13	45000								tinkerflag2		25	35	dmg%		190	230	oskill	Find Potion	5	8	dmg/lvl	8			allskills		1	1	mag%/lvl	10			gold%/lvl	10			move3		40	40	swing2		40	40													0
Iceshard	0	1		1	1	75	73	0wa	Viking Axe	3		13	45000								tinkerflag2		25	35	dmg%		240	290	dmg-cold	400	500	800	nofreeze		1	1	ignore-ac		1	1	hit-skill	Lower Resist	6	3	abs-cold%		15	15	hit-skill	ctcBlizzard	10	25	att/lvl	5															0
Focus of Unlife	0	1		1	1	56	61	0la	Brawn Axe	3		11	35000								tinkerflag2		25	35	dmg%		250	280	dmg-undead		300	300	dmg-mag		200	400	att-undead		300	300	crush		33	33	swing2		50	50	hit-skill	Hells Gate	10	16	oskill	BloodGolem	10	14	oskill	Golem Mastery	1	1									0
Wicked Axe	0	1		1	1	64	63	0ba	Heavy Axe	3		12	40000								tinkerflag2		25	35	dmg%		175	200	reduce-ac		33	33	ac		200	200	aura	Concentration	1	1	dex		15	20	vit		15	20	dmg/lvl	20			red-dmg%		5	15													0
Meat Cleaver	0	1		1	1	72	65	0bt	Split Axe	3		13	45000								tinkerflag2		25	35	dmg%		250	290	hp/lvl	16			oskill	Sword Mastery	5	5	dmg-ac		-20	-20	ease		-25	-25	att%		25	25	swing2		40	40	lifesteal		5	15	allskills		1	1									0
Wings of the Fallen Phoenix	0	1		1	1	73	70	0ga	Guillotine Axe	3		13	45000								tinkerflag2		25	35	dmg%		260	300	regen		30	45	regen-mana		30	45	dmg-fire		500	1000	abs-fire%		15	20	att-skill	Fire Ball	25	25	oskill	Fire Mastery	1	1	fireskill		3	3	sock		2	2	hp/lvl	8							0
Barbaric Devastator	0	1		1	1	75	72	0gi	Slayer Axe	3		13	45000								tinkerflag2		25	35	dmg%		150	200	dmg%/lvl	20			ignore-ac		1	1	oskill	Iron Skin	1	1	lifesteal		5	7	manasteal		5	7	swing3		30	30	allskills		2	2													0
bow																																																																					0
Frostarc	0	1		1	1	2	3	sbw	Short Bow	1		6	10000								tinkerflag2		25	35	dmg-cold	200	10	15	att		50	50	mana		10	20	skill	Cold Arrow	1	4	dmg-cold/lvl	16			mana/lvl	8			sock		1	1	knock		1	1	dmg-min		5	5									0
Firebrander	0	1		1	1	5	9	hbw	Hunter's Bow	1		6	10000								tinkerflag2		25	35	dmg-fire		5	10	att		100	100	dmg-fire/lvl	24			res-fire		20	20	res-fire/lvl	8			explosivearrow		3	3	sock		1	1	dmg%		70	90													0
Bakou's Sharpshooter	0	1		1	1	9	14	lbw	Long Bow	1		6	10000								tinkerflag2		25	35	magicarrow		3	3	att%		50	50	dex		10	30	swing2		15	15	dmg-norm		5	15	crush		50	50	deadly		50	50	dmg%		40	80													0
Ancient Piercer	0	1		1	1	16	25	sbb	Short Battle Bow	1		7	15000								tinkerflag2		25	35	magicarrow		5	5	dmg-ac		-10	-10	hp		20	20	dmg-undead		200	200	swing2		30	30	pierce		33	33	skill	Freezing Arrow	3	3	regen-mana		40	40	mana		20	20	dmg%		120	170					0
Plaguebearer	0	1		1	1	12	20	cbw	Composite Bow	1		7	15000								tinkerflag2		25	35	dmg-pois	50	104	180	res-pois		30	30	swing2		10	10	skill	Critical Strike	3	3	dmg-pois/lvl	32			res-pois-len		50	50	dmg%		150	200	manasteal		5	5													0
Quiveraiden	0	1		1	1	19	26	lbb	Long Battle Bow	1		7	15000								tinkerflag2		25	35	explosivearrow		5	5	ama		1	1	dmg%		75	150	att		80	160	dmg/lvl	8			att/lvl	8			swing2		20	20																	0
